time,Year,SiteName,n,nCheck,modMedian,modMean,modci90lo,modci90up,rawMean,text
-9,2007,Outside Granite Island,4000,4000,394.0478363669397,473.0276548822048,136.00810681341187,1078.5415478870912,5.968384492254523,394 (136 to 1078.5)
-9,2007,Porpoise Head,4000,4000,909.8632708243427,1145.6986327434975,309.29789150311075,2741.336375363944,6.8161816358096425,909.9 (309.3 to 2741.3)
-9,2007,Rapid Head Windmill,4000,4000,612.2777845366941,745.0267515042694,222.00143433090255,1703.1595134598379,6.420979601688334,612.3 (222 to 1703.2)
-9,2007,Ripple Rock,4000,4000,565.5406094920104,685.4066292524319,205.68712973636028,1595.165201237172,6.33676233206487,565.5 (205.7 to 1595.2)
-9,2007,Shag Rock Carrickalinga,4000,4000,571.0640600079512,688.4490004254974,205.59538509033516,1565.755981981955,6.344044861320896,571.1 (205.6 to 1565.8)
-9,2007,The Bluff,4000,4000,297.18017724031347,359.1540182988705,111.13326544936038,811.7831147484196,5.698723671953058,297.2 (111.1 to 811.8)
-9,2007,West Island Outer,4000,4000,488.35599712533013,600.5258270955641,174.3667616806794,1404.2826564634336,6.196611610451871,488.4 (174.4 to 1404.3)
-9,2007,Whalebone,4000,4000,497.1180041552723,623.1653486496624,171.42077592512683,1470.1968025493745,6.218965391147273,497.1 (171.4 to 1470.2)
-8,2008,Carrickalinga South Bay,4000,4000,479.9166508368966,576.9445713245019,171.38780531707397,1312.9238594326614,6.167742939998306,479.9 (171.4 to 1312.9)
-8,2008,Rapid Bay Jetty,4000,4000,1368.5388983418966,1682.470500283298,446.3848489711008,4031.4062673126214,7.211770779805434,1368.5 (446.4 to 4031.4)
-8,2008,Shag Rock Carrickalinga,4000,4000,614.5112559256561,748.1249760727928,221.70961171992286,1701.2225012692074,6.428396980015962,614.5 (221.7 to 1701.2)
-5,2011,Rapid Bay Jetty,4000,4000,1195.3377765123787,1462.6754524366777,433.40769614348034,3426.583163587086,7.0883681640585054,1195.3 (433.4 to 3426.6)
-5,2011,Rapid Head East,4000,4000,291.39651178727746,366.9744240590191,102.73170958949943,872.4586078602479,5.688616764359024,291.4 (102.7 to 872.5)
-5,2011,Shag Rock Carrickalinga,4000,4000,777.5902379566744,929.8797041059385,291.1198810662507,2101.7283509244808,6.655367254001857,777.6 (291.1 to 2101.7)
-4,2012,Carrickalinga Head,4000,4000,688.5420002849798,834.935813396535,251.18784729448055,1928.7165649141587,6.536363307915912,688.5 (251.2 to 1928.7)
-4,2012,Carrickalinga South Bay,4000,4000,606.543162856369,732.7165232585664,224.88943468053344,1690.1460152075745,6.4064423878706975,606.5 (224.9 to 1690.1)
-4,2012,Dodd's Beach,4000,4000,339.0038174386509,410.6684154047983,127.43307847147308,945.7423897978971,5.83297605357745,339 (127.4 to 945.7)
-4,2012,Flat Irons,4000,4000,513.0289764703489,625.8947401148394,195.22012242578745,1451.568836213334,6.251693530276255,513 (195.2 to 1451.6)
-4,2012,Normanville Beach,4000,4000,395.314410500519,489.7081797230233,130.68424459371454,1147.6636630704904,5.975448083078813,395.3 (130.7 to 1147.7)
-4,2012,Rapid Bay Jetty,4000,4000,1168.5588360937413,1427.2614219965612,436.1701950627954,3293.940459781947,7.070562228326376,1168.6 (436.2 to 3293.9)
-4,2012,Rapid Head East,4000,4000,320.3687542376059,389.73062190877914,110.95936492207888,894.0140866398881,5.762795346198854,320.4 (111 to 894)
-4,2012,Rapid Head Windmill,4000,4000,572.200450205189,691.1046592458515,207.97716856884406,1627.136307084799,6.347497373063201,572.2 (208 to 1627.1)
-4,2012,Shag Rock Carrickalinga,4000,4000,842.8885342342667,1023.214117058999,307.8334807662843,2375.852613117083,6.73952299356667,842.9 (307.8 to 2375.9)
-4,2012,Whalebone,4000,4000,747.379746013524,901.2633582624085,267.63179208696806,2068.4883309538054,6.6146155353194125,747.4 (267.6 to 2068.5)
-3,2013,Carrickalinga North3,4000,4000,271.23997349430687,348.5718552638565,90.83233415836298,880.8780493643601,5.62061029975993,271.2 (90.8 to 880.9)
-3,2013,Carrickalinga South Bay,4000,4000,635.5440314696925,763.1467178311499,240.8688217270805,1690.1815343160436,6.462275056494769,635.5 (240.9 to 1690.2)
-3,2013,Normanville Beach,4000,4000,399.96266483521674,489.7537885086813,140.14834383380787,1119.9641380570329,5.991137527167753,400 (140.1 to 1120)
-3,2013,Olivers Reef,4000,4000,416.85699871430364,517.9312164869774,143.91561572028465,1228.3885409446211,6.040636862235625,416.9 (143.9 to 1228.4)
-3,2013,Rapid Head East,4000,4000,351.6693855712598,425.21321386058537,127.24446068690398,992.3508885526642,5.860508630547593,351.7 (127.2 to 992.4)
-3,2013,The Bluff,4000,4000,411.063680558074,493.134247600882,149.45324691727322,1102.6770097315405,6.014031099414208,411.1 (149.5 to 1102.7)
-3,2013,Whalebone,4000,4000,809.2093654328248,980.0209474362886,301.39325496314444,2241.4368412435256,6.702289952638032,809.2 (301.4 to 2241.4)
-2,2014,Carrickalinga South Bay,4000,4000,688.9219376836884,822.6435722353203,245.94316830472903,1868.8099150145053,6.527448070648887,688.9 (245.9 to 1868.8)
-2,2014,Rapid Bay Jetty,4000,4000,1106.4687644259463,1322.557727331866,408.13904428613415,2967.2977860266087,7.005789964911029,1106.5 (408.1 to 2967.3)
-2,2014,Rapid Head East,4000,4000,378.4052772916882,451.6541802109914,136.26908900550006,1021.701519733632,5.924093817330359,378.4 (136.3 to 1021.7)
-2,2014,Shag Rock Carrickalinga,4000,4000,996.97449250471,1192.0389380193526,362.0987327896639,2653.902874751587,6.902640959403679,997 (362.1 to 2653.9)
-1,2015,Broken Bottom,4000,4000,320.59569244279004,404.80134780088025,117.1774895948586,961.7545753413305,5.791140428745145,320.6 (117.2 to 961.8)
-1,2015,Horseshoe Inside,4000,4000,298.479725186418,369.1956617415028,100.90131723621919,877.6644808293557,5.700868284064109,298.5 (100.9 to 877.7)
-1,2015,Parham Reef,4000,4000,755.9561853163011,995.7369124210205,239.65193481099178,2587.3306626169683,6.639581074585485,756 (239.7 to 2587.3)
-1,2015,Seacliff Reef,4000,4000,542.137223985238,688.9527969184173,186.68553813584492,1679.2642957834105,6.305078370239844,542.1 (186.7 to 1679.3)
-1,2015,Southport,4000,4000,374.49659546710984,467.24607375135537,115.57281545781271,1163.8794154843413,5.909887642878774,374.5 (115.6 to 1163.9)
0,2016,Broken Bottom,4000,4000,344.8034205551893,415.66255666014956,123.95478952846929,944.6120155798117,5.838023149944627,344.8 (124 to 944.6)
0,2016,Carrickalinga North3,4000,4000,333.2612832487869,402.073059680911,121.0940932389671,912.7859869643901,5.805002569374002,333.3 (121.1 to 912.8)
0,2016,Carrickalinga South Bay,4000,4000,751.1886598682793,915.9201283057049,269.97576617407765,2132.1498220566014,6.624575906305625,751.2 (270 to 2132.1)
0,2016,Dodd's Beach,4000,4000,344.85102480285093,416.5943206312804,123.38582182983151,954.1631711426076,5.841929993405544,344.9 (123.4 to 954.2)
0,2016,Horseshoe Inside,4000,4000,398.25478507618146,487.7495793795529,146.35875042849975,1121.8548704333034,5.993304919867118,398.3 (146.4 to 1121.9)
0,2016,Moana Outside,4000,4000,586.5527707041715,732.1566547324786,195.5682505583101,1725.810663747563,6.372533078435602,586.6 (195.6 to 1725.8)
0,2016,Noarlunga North Outside,4000,4000,1551.555885766713,1952.852738592757,534.3795030653285,4699.035659435807,7.352329854692519,1551.6 (534.4 to 4699)
0,2016,Parham Reef,4000,4000,569.4424304422498,711.442796054319,198.73597173376626,1668.2249268111486,6.356596199458011,569.4 (198.7 to 1668.2)
0,2016,Rapid Head East,4000,4000,444.0297645250411,537.3013619234223,165.26867427578554,1198.0939083537212,6.103574532053717,444 (165.3 to 1198.1)
0,2016,Ripple Rock,4000,4000,727.6820886497273,886.6103314578613,261.80265018871575,2019.802401622798,6.588737824034675,727.7 (261.8 to 2019.8)
0,2016,Seacliff Reef,4000,4000,527.032471198921,647.3026044972706,186.57547580037635,1530.6187945872134,6.270859854716202,527 (186.6 to 1530.6)
0,2016,Semaphore Reef,4000,4000,169.93784530232193,221.4408165275329,51.32593575650804,559.7300637734395,5.1356014263332375,169.9 (51.3 to 559.7)
0,2016,Shag Rock Carrickalinga,4000,4000,1174.852121179308,1427.6469780155135,417.05908784670106,3374.646106404407,7.071585792837488,1174.9 (417.1 to 3374.6)
0,2016,Southport,4000,4000,349.9985556193202,436.0376735758818,121.28622851228688,1039.0110437837932,5.864676554148816,350 (121.3 to 1039)
1,2017,Aldinga Pinnacles,4000,4000,772.543223807618,938.0746314373408,281.8505485064895,2177.796897768241,6.648970008128058,772.5 (281.9 to 2177.8)
1,2017,Backstairs Deep,4000,4000,775.0290447089052,956.7769071021421,264.72657088956885,2256.5130610377955,6.648434059093504,775 (264.7 to 2256.5)
1,2017,Basham's Beach,4000,4000,459.17864624912636,633.9102389554473,127.02267904401525,1676.9653114613975,6.140022644741731,459.2 (127 to 1677)
1,2017,Broken Bottom,4000,4000,358.68277724218683,433.1537600290692,128.2380808558913,970.8358950244158,5.876855529092803,358.7 (128.2 to 970.8)
1,2017,Cape Jervis South,4000,4000,492.1912311885892,619.3959081460462,168.80651634485207,1523.0097306311502,6.20357897614471,492.2 (168.8 to 1523)
1,2017,Carrickalinga Head,4000,4000,580.8785882271834,704.669942887024,208.88497528980247,1593.8111505368304,6.363129877259911,580.9 (208.9 to 1593.8)
1,2017,Carrickalinga North3,4000,4000,345.4047236924696,418.5734934786772,123.04809799766028,966.2243826999055,5.84584018589236,345.4 (123 to 966.2)
1,2017,Carrickalinga South Bay,4000,4000,816.7707532499692,986.4560692289264,286.05276799262555,2255.0400847391315,6.703901879477426,816.8 (286.1 to 2255)
1,2017,Chiton Rocks,4000,4000,277.26144186579995,342.613306220864,89.86912386723439,824.9432760168123,5.614314089694182,277.3 (89.9 to 824.9)
1,2017,Deep Creek,4000,4000,843.7931947153272,1062.6867761125327,291.9544868386348,2559.4776478236245,6.748142847991105,843.8 (292 to 2559.5)
1,2017,Dodd's Beach,4000,4000,335.4024723946609,412.4854052797042,127.18090240742929,973.0132167747136,5.829513621177614,335.4 (127.2 to 973)
1,2017,Encounter Deep,4000,4000,463.51146600143335,585.7052802422883,146.26657079003655,1431.4151454104208,6.142694048579155,463.5 (146.3 to 1431.4)
1,2017,Fishery Beach,4000,4000,426.8107455714612,509.87397265370237,147.75155069298538,1149.2651915744834,6.040621518049697,426.8 (147.8 to 1149.3)
1,2017,Flat Irons,4000,4000,515.3280253359906,637.5073069564777,191.10032529421304,1487.5342252897926,6.260618423909439,515.3 (191.1 to 1487.5)
1,2017,Horseshoe Inside,4000,4000,521.7560906464403,620.861048756911,178.8444367899391,1389.713230855293,6.2441379770545735,521.8 (178.8 to 1389.7)
1,2017,Lady Bay,4000,4000,574.2418184461186,711.4678743754838,194.22602826194228,1707.3140760715555,6.3486764084667255,574.2 (194.2 to 1707.3)
1,2017,Moana Outside,4000,4000,495.58227705486195,609.7154612204448,181.78860917472593,1396.2802690003969,6.21894869140351,495.6 (181.8 to 1396.3)
1,2017,Myponga Reef,4000,4000,356.35669788173493,445.4544520900444,123.48357261216765,1054.1998700473875,5.8845915672817775,356.4 (123.5 to 1054.2)
1,2017,Newland Head,4000,4000,776.1707408498704,954.798149558109,277.4751512200558,2272.4797103441642,6.655341215169012,776.2 (277.5 to 2272.5)
1,2017,Noarlunga North Outside,4000,4000,1326.2507464228174,1619.791368678371,480.0506879556311,3768.9922802979795,7.188331058249725,1326.3 (480.1 to 3769)
1,2017,Noarlunga South Outside,4000,4000,785.7353157580469,980.6126891213815,262.37056538226693,2331.7253397826303,6.667322325164131,785.7 (262.4 to 2331.7)
1,2017,Normanville Beach,4000,4000,434.36223032450374,528.6774335721637,147.72410154559802,1210.2729414167588,6.069762191500386,434.4 (147.7 to 1210.3)
1,2017,Olivers Reef,4000,4000,365.516793927192,446.13417816324613,135.87076154680656,1032.6822883178263,5.90584611646256,365.5 (135.9 to 1032.7)
1,2017,Outside Granite Island,4000,4000,627.3756967025847,755.8823917122781,214.16430867021302,1743.0068379297454,6.4273571306568344,627.4 (214.2 to 1743)
1,2017,Parham Reef,4000,4000,443.632324884504,537.9824962784955,153.20108309888198,1254.4654353969147,6.083111947313027,443.6 (153.2 to 1254.5)
1,2017,Porpoise Head,4000,4000,981.1382157095873,1184.4350833875496,341.1482471508152,2706.1057579764633,6.877241827107872,981.1 (341.1 to 2706.1)
1,2017,Port Gawler,4000,4000,645.076871959076,822.0117572065144,194.6354399322543,2069.620866834025,6.463701601334129,645.1 (194.6 to 2069.6)
1,2017,Rapid Bay Jetty,4000,4000,989.3896301295633,1195.43290130019,364.7607112939685,2682.0516012569224,6.8980892572074755,989.4 (364.8 to 2682.1)
1,2017,Rapid Head East,4000,4000,478.86796640527325,591.4610539261395,176.86250931049588,1351.5552374016627,6.189376852964359,478.9 (176.9 to 1351.6)
1,2017,Rapid Head Windmill,4000,4000,528.1341617731333,649.1739767124598,187.21663032044535,1511.2216120838434,6.269757030264652,528.1 (187.2 to 1511.2)
1,2017,Ripple Rock,4000,4000,737.3158844697398,907.4663123983348,269.9000549320259,2078.0777616689275,6.615778699031447,737.3 (269.9 to 2078.1)
1,2017,Seacliff Reef,4000,4000,513.021573036096,620.9023101628113,179.76120085349612,1400.7859778192553,6.23012038329575,513 (179.8 to 1400.8)
1,2017,Semaphore Reef,4000,4000,221.72535609275053,274.0898391939165,75.01011545486408,647.4530877925729,5.400144325824674,221.7 (75 to 647.5)
1,2017,Shag Rock Carrickalinga,4000,4000,1283.0676694725116,1546.8530658951736,452.02018166847097,3499.1371744923654,7.152938122637662,1283.1 (452 to 3499.1)
1,2017,South Shores,4000,4000,473.44975171863655,587.455180520679,156.7365766663159,1382.372430045943,6.158822314496974,473.4 (156.7 to 1382.4)
1,2017,Southport,4000,4000,342.1552061178831,425.09541017139645,121.88456392781893,1028.9496925542885,5.844562272667289,342.2 (121.9 to 1028.9)
1,2017,The Bluff,4000,4000,513.710682564272,624.89223350717225,184.92041761941664,1452.0587563763236,6.23902636670762,513.7 (184.9 to 1452.1)
1,2017,West Island Outer,4000,4000,684.9705632389796,834.6495049479416,239.37107747136082,1943.5851005394454,6.528188443361482,685 (239.4 to 1943.6)
1,2017,Whalebone,4000,4000,1108.6673506229517,1330.1476937885561,405.4120757799814,3088.3184497537327,7.003720212586367,1108.7 (405.4 to 3088.3)
1,2017,Yankalilla Mouth,4000,4000,222.21325983291604,303.33222896294023,59.724996207002604,817.846501071676,5.401903946509115,222.2 (59.7 to 817.8)
2,2018,Aldinga Pinnacles,4000,4000,983.861474266665,1213.5547000028132,345.57082061090534,2885.0641921709216,6.894341748093538,983.9 (345.6 to 2885.1)
2,2018,Backstairs Deep,4000,4000,697.07123236116945,881.9471279076469,236.70885354037173,2110.0247807128117,6.5602533769522955,697.1 (236.7 to 2110)
2,2018,Basham's Beach,4000,4000,3774.615025516672,5329.720607741643,950.2587481401904,15046.016693371961,8.238783320270226,3774.6 (950.3 to 15046)
2,2018,Broken Bottom,4000,4000,383.2965051116006,468.8843874467686,129.17449541356626,1086.8618411353943,5.942353636171988,383.3 (129.2 to 1086.9)
2,2018,Cape Jervis South,4000,4000,572.321303609182,719.62019167531,189.26719750544677,1714.4149171745487,6.351403820614977,572.3 (189.3 to 1714.4)
2,2018,Carrickalinga Head,4000,4000,570.1227098678295,702.5875316612521,198.34379347805043,1683.132892885442,6.346297128907046,570.1 (198.3 to 1683.1)
2,2018,Carrickalinga North3,4000,4000,368.96816237460376,459.69469448519845,132.48307040719058,1097.6443609193793,5.9198271584050355,369 (132.5 to 1097.6)
2,2018,Carrickalinga South Bay,4000,4000,876.6866868332988,1073.18021273745,321.15305469563583,2426.7393616529025,6.777510473951463,876.7 (321.2 to 2426.7)
2,2018,Chiton Rocks,4000,4000,272.0572602266383,332.60280171376303,93.47668913348015,783.0872894638914,5.598807840575639,272.1 (93.5 to 783.1)
2,2018,Deep Creek,4000,4000,872.2705542535464,1078.8224451936044,282.1416050350914,2528.577199561828,6.764002501854939,872.3 (282.1 to 2528.6)
2,2018,Dodd's Beach,4000,4000,336.8711771769848,414.7888482824538,123.81042914285031,969.4581926422114,5.829182332171997,336.9 (123.8 to 969.5)
2,2018,Encounter Deep,4000,4000,374.5126190502712,456.7349597034012,123.15867907342867,1061.573487986702,5.914978241516654,374.5 (123.2 to 1061.6)
2,2018,Fishery Beach,4000,4000,412.307418306229,510.45914401364075,151.53831545646997,1205.9826492323705,6.033189999651941,412.3 (151.5 to 1206)
2,2018,Flat Irons,4000,4000,524.2243089066733,643.1225624672701,191.46291391104228,1527.3918510791405,6.2624618007911,524.2 (191.5 to 1527.4)
2,2018,Horseshoe Inside,4000,4000,681.236755200527,846.9390475750339,234.00631114532476,1994.840915068508,6.530050811853446,681.2 (234 to 1994.8)
2,2018,Lady Bay,4000,4000,526.1443630689846,669.7670058665276,185.3282528530809,1646.6701253543308,6.286407770646871,526.1 (185.3 to 1646.7)
2,2018,Moana Outside,4000,4000,418.2537726257001,518.420478472263,142.22270702469717,1223.3340111525854,6.034904971083681,418.3 (142.2 to 1223.3)
2,2018,Myponga Reef,4000,4000,344.93835781028656,427.12918215229405,120.20799956160917,1032.0086838986724,5.844766790935008,344.9 (120.2 to 1032)
2,2018,Newland Head,4000,4000,827.0890514145027,1005.1397915192115,303.16632013958986,2317.441438941053,6.715435429782836,827.1 (303.2 to 2317.4)
2,2018,Noarlunga North Outside,4000,4000,1168.0738933438383,1444.171539296637,400.9758222517443,3418.368361574321,7.062232042221153,1168.1 (401 to 3418.4)
2,2018,Noarlunga South Outside,4000,4000,1442.8428559391277,1808.5537615397309,504.4470560663391,4272.6721031402585,7.284408058168536,1442.8 (504.4 to 4272.7)
2,2018,Normanville Beach,4000,4000,441.1474111230235,553.6161735106214,153.2368582113165,1300.63190672463,6.094930922233526,441.1 (153.2 to 1300.6)
2,2018,Olivers Reef,4000,4000,358.24915941812105,445.77379748013345,123.37192254288107,1065.3890176312134,5.892152581307462,358.2 (123.4 to 1065.4)
2,2018,Outside Granite Island,4000,4000,642.8193769452937,786.1615706659663,222.90886230403314,1819.6607576884257,6.467022440758906,642.8 (222.9 to 1819.7)
2,2018,Parham Reef,4000,4000,338.69279027708615,440.0122426306421,101.20583726286701,1098.983487616082,5.821185846689738,338.7 (101.2 to 1099)
2,2018,Porpoise Head,4000,4000,959.7161195392723,1209.2039626665232,338.31188805899166,2874.2468063213482,6.880889869223253,959.7 (338.3 to 2874.2)
2,2018,Port Elliot Deep,4000,4000,420.93306574863806,539.7063698752115,137.81203828803183,1375.0597210555875,6.054397654632754,420.9 (137.8 to 1375.1)
2,2018,Port Gawler,4000,4000,1495.4706537583327,1904.5200867904425,474.097696294646,4757.1976098927735,7.311945221712542,1495.5 (474.1 to 4757.2)
2,2018,Rapid Bay Jetty,4000,4000,962.072255251352,1164.2631282917694,342.6793549754984,2683.925189361108,6.861499366641989,962.1 (342.7 to 2683.9)
2,2018,Rapid Head East,4000,4000,530.2694007198398,637.6873377507424,181.30026807189873,1441.6667050778244,6.26441502809595,530.3 (181.3 to 1441.7)
2,2018,Rapid Head Windmill,4000,4000,516.4372467438668,635.3611616611638,183.33635327975975,1502.9355094304537,6.251681292035249,516.4 (183.3 to 1502.9)
2,2018,Ripple Rock,4000,4000,773.6309842083972,940.5977246540781,269.5217461332215,2175.425680048763,6.646442586795616,773.6 (269.5 to 2175.4)
2,2018,Seacliff Reef,4000,4000,488.5290016977589,603.7386628647662,169.27392806241778,1455.8925437986047,6.191043565661026,488.5 (169.3 to 1455.9)
2,2018,Semaphore Reef,4000,4000,296.0515834550839,398.8148400533737,79.86157709935473,1049.7269578193423,5.686883020686285,296.1 (79.9 to 1049.7)
2,2018,Shag Rock Carrickalinga,4000,4000,1361.1537809031593,1670.662237221534,478.9743186912848,3786.5481114299346,7.226531135484037,1361.2 (479 to 3786.5)
2,2018,South Shores,4000,4000,830.9170992801844,1021.2197400678947,268.4463955336853,2421.495782756678,6.705283303060649,830.9 (268.4 to 2421.5)
2,2018,Southport,4000,4000,332.08837221113873,414.07907237775316,101.35216423170289,1002.5057513743848,5.78583239741129,332.1 (101.4 to 1002.5)
2,2018,The Bluff,4000,4000,533.4582184438292,645.8162384484981,183.48271499480654,1497.1361022731137,6.268304331554755,533.5 (183.5 to 1497.1)
2,2018,West Island Outer,4000,4000,694.1612956990604,862.5953705828575,250.79072830583007,2016.242448814004,6.5541349204985115,694.2 (250.8 to 2016.2)
2,2018,Whalebone,4000,4000,1144.7782720035298,1403.9561113895413,405.78444151770793,3271.089191680121,7.047701661531291,1144.8 (405.8 to 3271.1)
2,2018,Yankalilla Mouth,4000,4000,211.283385752198,296.9605463135925,52.240773550438696,857.4492412623378,5.342877640248399,211.3 (52.2 to 857.4)
