bmBFishSubregion,GSiteID,SurveyID,TransectID,LocalBlock,SurveyDate,SiteName,Subregion,Sanctuary,ind,Year,medYear,time
1568.233684090909,3,20,72,1,2007-02-22T00:00:00Z,Carrickalinga Head,4,Inside,22,2007,2016,-9
1813.0799,3,21,73,1,2018-05-16T00:00:00Z,Carrickalinga Head,4,Inside,14,2018,2016,2
433.12374,3,21,74,1,2018-05-16T00:00:00Z,Carrickalinga Head,4,Inside,10,2018,2016,2
3360.4951166666665,3,21,75,1,2018-05-16T00:00:00Z,Carrickalinga Head,4,Inside,6,2018,2016,2
170.671905,3,21,76,1,2018-05-16T00:00:00Z,Carrickalinga Head,4,Inside,4,2018,2016,2
612.2916,3,144,564,1,2012-02-06T00:00:00Z,Carrickalinga Head,4,Inside,2,2012,2016,-4
484.47734444444444,3,144,565,1,2012-02-06T00:00:00Z,Carrickalinga Head,4,Inside,9,2012,2016,-4
624.9372766666667,3,144,566,1,2012-02-06T00:00:00Z,Carrickalinga Head,4,Inside,12,2012,2016,-4
1079.44036,3,144,567,1,2012-02-06T00:00:00Z,Carrickalinga Head,4,Inside,7,2012,2016,-4
397.9309818181818,3,151,588,1,2017-03-26T00:00:00Z,Carrickalinga Head,4,Inside,11,2017,2016,1
477.8979,3,151,589,1,2017-03-26T00:00:00Z,Carrickalinga Head,4,Inside,17,2017,2016,1
761.0584625,3,151,590,1,2017-03-26T00:00:00Z,Carrickalinga Head,4,Inside,16,2017,2016,1
191.2398,3,151,591,1,2017-03-26T00:00:00Z,Carrickalinga Head,4,Inside,3,2017,2016,1
369.83332333333334,9,53,200,1,2005-03-11T00:00:00Z,Dodd's Beach,4,Inside,9,2005,2016,-11
214.44460333333333,9,53,201,1,2005-03-11T00:00:00Z,Dodd's Beach,4,Inside,9,2005,2016,-11
212.40526375000002,9,53,202,1,2005-03-11T00:00:00Z,Dodd's Beach,4,Inside,8,2005,2016,-11
471.67240714285714,9,53,203,1,2005-03-11T00:00:00Z,Dodd's Beach,4,Inside,14,2005,2016,-11
285.92000666666667,9,54,204,1,2006-02-27T00:00:00Z,Dodd's Beach,4,Inside,3,2006,2016,-10
214.7479475,9,54,205,1,2006-02-27T00:00:00Z,Dodd's Beach,4,Inside,4,2006,2016,-10
356.4349571428572,9,54,206,1,2006-02-27T00:00:00Z,Dodd's Beach,4,Inside,7,2006,2016,-10
528.7717766666667,9,54,207,1,2006-02-27T00:00:00Z,Dodd's Beach,4,Inside,9,2006,2016,-10
611.83182,9,55,208,1,2007-02-25T00:00:00Z,Dodd's Beach,4,Inside,8,2007,2016,-9
289.43803444444444,9,55,209,1,2007-02-25T00:00:00Z,Dodd's Beach,4,Inside,9,2007,2016,-9
916.325442,9,55,210,1,2007-02-25T00:00:00Z,Dodd's Beach,4,Inside,10,2007,2016,-9
283.073335,9,55,211,1,2007-02-25T00:00:00Z,Dodd's Beach,4,Inside,12,2007,2016,-9
323.1531483333333,9,56,212,1,2012-02-10T00:00:00Z,Dodd's Beach,4,Inside,6,2012,2016,-4
363.09689833333334,9,56,213,1,2012-02-10T00:00:00Z,Dodd's Beach,4,Inside,6,2012,2016,-4
363.54722375,9,56,214,1,2012-02-10T00:00:00Z,Dodd's Beach,4,Inside,8,2012,2016,-4
168.921984,9,56,215,1,2012-02-10T00:00:00Z,Dodd's Beach,4,Inside,10,2012,2016,-4
471.22516666666667,9,57,216,1,2016-02-09T00:00:00Z,Dodd's Beach,4,Inside,6,2016,2016,0
502.3455846153846,9,57,217,1,2016-02-09T00:00:00Z,Dodd's Beach,4,Inside,13,2016,2016,0
254.873664,9,57,218,1,2016-02-09T00:00:00Z,Dodd's Beach,4,Inside,5,2016,2016,0
294.0463222222222,9,57,219,1,2016-02-09T00:00:00Z,Dodd's Beach,4,Inside,9,2016,2016,0
418.7115727272727,9,58,220,1,2017-04-04T00:00:00Z,Dodd's Beach,4,Inside,11,2017,2016,1
357.1553090909091,9,58,221,1,2017-04-04T00:00:00Z,Dodd's Beach,4,Inside,11,2017,2016,1
517.7242615384615,9,58,222,1,2017-04-04T00:00:00Z,Dodd's Beach,4,Inside,13,2017,2016,1
355.03506363636365,9,58,223,1,2017-04-04T00:00:00Z,Dodd's Beach,4,Inside,11,2017,2016,1
276.58995714285714,9,59,224,1,2018-03-07T00:00:00Z,Dodd's Beach,4,Inside,7,2018,2016,2
285.6673,9,59,225,1,2018-03-07T00:00:00Z,Dodd's Beach,4,Inside,7,2018,2016,2
267.784875,9,59,226,1,2018-03-07T00:00:00Z,Dodd's Beach,4,Inside,4,2018,2016,2
297.93823636363635,9,59,227,1,2018-03-07T00:00:00Z,Dodd's Beach,4,Inside,11,2018,2016,2
510.83702,11,64,244,1,2005-03-12T00:00:00Z,Outside Granite Island,7,Outside,5,2005,2016,-11
360.46749,11,64,245,1,2005-03-12T00:00:00Z,Outside Granite Island,7,Outside,10,2005,2016,-11
533.04345,11,64,246,1,2005-03-12T00:00:00Z,Outside Granite Island,7,Outside,17,2005,2016,-11
477.0710175,11,64,247,1,2005-03-12T00:00:00Z,Outside Granite Island,7,Outside,12,2005,2016,-11
250.58462,11,65,248,1,2006-02-24T00:00:00Z,Outside Granite Island,7,Outside,4,2006,2016,-10
225.508465,11,65,249,1,2006-02-24T00:00:00Z,Outside Granite Island,7,Outside,8,2006,2016,-10
371.37492,11,65,250,1,2006-02-24T00:00:00Z,Outside Granite Island,7,Outside,9,2006,2016,-10
365.7012666666667,11,65,251,1,2006-02-24T00:00:00Z,Outside Granite Island,7,Outside,9,2006,2016,-10
679.402007,11,66,252,1,2007-04-10T00:00:00Z,Outside Granite Island,7,Outside,10,2007,2016,-9
355.97117615384616,11,66,253,1,2007-04-10T00:00:00Z,Outside Granite Island,7,Outside,13,2007,2016,-9
349.9503957142857,11,66,254,1,2007-04-10T00:00:00Z,Outside Granite Island,7,Outside,7,2007,2016,-9
254.30829857142857,11,66,255,1,2007-04-10T00:00:00Z,Outside Granite Island,7,Outside,7,2007,2016,-9
337.0355333333333,11,67,256,1,2007-09-24T00:00:00Z,Outside Granite Island,7,Outside,9,2007,2016,-9
174.87619333333333,11,67,257,1,2007-09-24T00:00:00Z,Outside Granite Island,7,Outside,6,2007,2016,-9
629.4757988235294,11,67,258,1,2007-09-24T00:00:00Z,Outside Granite Island,7,Outside,17,2007,2016,-9
549.96913,11,67,259,1,2007-09-24T00:00:00Z,Outside Granite Island,7,Outside,10,2007,2016,-9
516.966575,11,68,260,1,2017-04-14T00:00:00Z,Outside Granite Island,7,Outside,8,2017,2016,1
984.5285,11,68,261,1,2017-04-14T00:00:00Z,Outside Granite Island,7,Outside,8,2017,2016,1
665.1285789473684,11,68,262,1,2017-04-14T00:00:00Z,Outside Granite Island,7,Outside,19,2017,2016,1
579.43340625,11,68,263,1,2017-04-14T00:00:00Z,Outside Granite Island,7,Outside,16,2017,2016,1
697.2738666666667,11,495,1850,1,2018-01-27T00:00:00Z,Outside Granite Island,7,Outside,6,2018,2016,2
577.3690833333334,11,495,1851,1,2018-01-27T00:00:00Z,Outside Granite Island,7,Outside,6,2018,2016,2
689.0976888888889,11,495,1852,1,2018-01-27T00:00:00Z,Outside Granite Island,7,Outside,9,2018,2016,2
574.3099833333333,11,495,1853,1,2018-01-27T00:00:00Z,Outside Granite Island,7,Outside,6,2018,2016,2
499.1804558333333,12,69,264,1,2005-03-12T00:00:00Z,West Island Outer,6,Outside,12,2005,2016,-11
464.96948,12,69,265,1,2005-03-12T00:00:00Z,West Island Outer,6,Outside,10,2005,2016,-11
485.58097272727275,12,69,266,1,2005-03-12T00:00:00Z,West Island Outer,6,Outside,11,2005,2016,-11
663.073465,12,70,268,1,2007-11-14T00:00:00Z,West Island Outer,6,Outside,8,2007,2016,-9
840.4122090909091,12,70,269,1,2007-11-14T00:00:00Z,West Island Outer,6,Outside,11,2007,2016,-9
593.9122457142857,12,70,270,1,2007-11-14T00:00:00Z,West Island Outer,6,Outside,7,2007,2016,-9
183.9727,12,70,271,1,2007-11-14T00:00:00Z,West Island Outer,6,Outside,1,2007,2016,-9
649.36288,12,71,272,1,2017-05-09T00:00:00Z,West Island Outer,6,Outside,10,2017,2016,1
286.9689625,12,71,273,1,2017-05-09T00:00:00Z,West Island Outer,6,Outside,8,2017,2016,1
756.0509916666666,12,71,274,1,2017-05-09T00:00:00Z,West Island Outer,6,Outside,12,2017,2016,1
629.9467611111111,12,71,275,1,2017-05-09T00:00:00Z,West Island Outer,6,Outside,18,2017,2016,1
1100.4621777777777,12,72,276,1,2018-02-08T00:00:00Z,West Island Outer,6,Outside,27,2018,2016,2
709.518725,12,72,277,1,2018-02-08T00:00:00Z,West Island Outer,6,Outside,12,2018,2016,2
615.7682636363636,12,72,278,1,2018-02-08T00:00:00Z,West Island Outer,6,Outside,11,2018,2016,2
1137.43951,12,72,279,1,2018-02-08T00:00:00Z,West Island Outer,6,Outside,20,2018,2016,2
513.9498770588235,14,75,288,1,2005-03-13T00:00:00Z,Newland Head,6,Outside,17,2005,2016,-11
415.92831333333334,14,75,289,1,2005-03-13T00:00:00Z,Newland Head,6,Outside,12,2005,2016,-11
718.3810745833333,14,75,290,1,2005-03-13T00:00:00Z,Newland Head,6,Outside,24,2005,2016,-11
564.4707752380953,14,75,291,1,2005-03-13T00:00:00Z,Newland Head,6,Outside,21,2005,2016,-11
309.7127385714286,14,76,295,1,2007-11-09T00:00:00Z,Newland Head,6,Outside,7,2007,2016,-9
773.4644944444444,14,77,296,1,2017-05-10T00:00:00Z,Newland Head,6,Outside,18,2017,2016,1
921.01175,14,77,297,1,2017-05-10T00:00:00Z,Newland Head,6,Outside,14,2017,2016,1
714.2686588235294,14,77,298,1,2017-05-10T00:00:00Z,Newland Head,6,Outside,17,2017,2016,1
904.495455,14,77,299,1,2017-05-10T00:00:00Z,Newland Head,6,Outside,20,2017,2016,1
704.39175,14,78,300,1,2018-01-28T00:00:00Z,Newland Head,6,Outside,16,2018,2016,2
464.48797333333334,14,78,301,1,2018-01-28T00:00:00Z,Newland Head,6,Outside,15,2018,2016,2
1028.3698526315789,14,78,302,1,2018-01-28T00:00:00Z,Newland Head,6,Outside,19,2018,2016,2
1146.1934055555555,14,78,303,1,2018-01-28T00:00:00Z,Newland Head,6,Outside,18,2018,2016,2
719.9937823076923,15,79,304,1,2005-03-13T00:00:00Z,Flat Irons,6,Outside,13,2005,2016,-11
492.22116,15,79,305,1,2005-03-13T00:00:00Z,Flat Irons,6,Outside,17,2005,2016,-11
991.0029142857143,15,79,306,1,2005-03-13T00:00:00Z,Flat Irons,6,Outside,14,2005,2016,-11
922.2471745,15,79,307,1,2005-03-13T00:00:00Z,Flat Irons,6,Outside,20,2005,2016,-11
638.85244,15,80,308,1,2007-04-10T00:00:00Z,Flat Irons,6,Outside,15,2007,2016,-9
701.2000173333333,15,80,309,1,2007-04-10T00:00:00Z,Flat Irons,6,Outside,15,2007,2016,-9
270.3311,15,80,310,1,2007-04-10T00:00:00Z,Flat Irons,6,Outside,5,2007,2016,-9
337.790825,15,80,311,1,2007-04-10T00:00:00Z,Flat Irons,6,Outside,12,2007,2016,-9
253.78754166666667,15,81,312,1,2007-11-09T00:00:00Z,Flat Irons,6,Outside,6,2007,2016,-9
220.599075,15,81,313,1,2007-11-09T00:00:00Z,Flat Irons,6,Outside,4,2007,2016,-9
601.5820475,15,81,314,1,2007-11-09T00:00:00Z,Flat Irons,6,Outside,16,2007,2016,-9
208.8208,15,81,315,1,2007-11-09T00:00:00Z,Flat Irons,6,Outside,7,2007,2016,-9
563.7914428571428,15,82,316,1,2012-02-08T00:00:00Z,Flat Irons,6,Outside,7,2012,2016,-4
494.3231846153846,15,82,317,1,2012-02-08T00:00:00Z,Flat Irons,6,Outside,13,2012,2016,-4
1816.5625444444445,15,82,318,1,2012-02-08T00:00:00Z,Flat Irons,6,Outside,9,2012,2016,-4
272.9414766666667,15,82,319,1,2012-02-08T00:00:00Z,Flat Irons,6,Outside,9,2012,2016,-4
726.3595333333334,15,83,320,1,2017-05-09T00:00:00Z,Flat Irons,6,Outside,18,2017,2016,1
570.34783,15,83,321,1,2017-05-09T00:00:00Z,Flat Irons,6,Outside,10,2017,2016,1
593.8269076923077,15,83,322,1,2017-05-09T00:00:00Z,Flat Irons,6,Outside,13,2017,2016,1
495.66513,15,83,323,1,2017-05-09T00:00:00Z,Flat Irons,6,Outside,10,2017,2016,1
471.78275,15,84,324,1,2018-01-28T00:00:00Z,Flat Irons,6,Outside,8,2018,2016,2
509.52362222222223,15,84,325,1,2018-01-28T00:00:00Z,Flat Irons,6,Outside,9,2018,2016,2
508.27159,15,84,326,1,2018-01-28T00:00:00Z,Flat Irons,6,Outside,10,2018,2016,2
388.37134444444445,15,84,327,1,2018-01-28T00:00:00Z,Flat Irons,6,Outside,9,2018,2016,2
241.303,17,87,336,1,2005-03-13T00:00:00Z,The Bluff,7,Outside,1,2005,2016,-11
326.71489444444444,17,87,337,1,2005-03-13T00:00:00Z,The Bluff,7,Outside,9,2005,2016,-11
541.5181216666666,17,87,338,1,2005-03-13T00:00:00Z,The Bluff,7,Outside,18,2005,2016,-11
404.6949577777778,17,87,339,1,2005-03-13T00:00:00Z,The Bluff,7,Outside,9,2005,2016,-11
205.55877857142858,17,88,340,1,2006-03-24T00:00:00Z,The Bluff,7,Outside,7,2006,2016,-10
115.320306,17,88,341,1,2006-03-24T00:00:00Z,The Bluff,7,Outside,5,2006,2016,-10
619.944965,17,88,342,1,2006-03-24T00:00:00Z,The Bluff,7,Outside,12,2006,2016,-10
311.11585,17,88,343,1,2006-03-24T00:00:00Z,The Bluff,7,Outside,8,2006,2016,-10
228.916585,17,89,345,1,2007-02-20T00:00:00Z,The Bluff,7,Outside,10,2007,2016,-9
181.246001,17,89,346,1,2007-02-20T00:00:00Z,The Bluff,7,Outside,10,2007,2016,-9
299.060163,17,89,347,1,2007-02-20T00:00:00Z,The Bluff,7,Outside,10,2007,2016,-9
304.7042166666667,17,90,348,1,2007-11-14T00:00:00Z,The Bluff,7,Outside,9,2007,2016,-9
196.8486311111111,17,90,349,1,2007-11-14T00:00:00Z,The Bluff,7,Outside,9,2007,2016,-9
337.89863357142855,17,90,350,1,2007-11-14T00:00:00Z,The Bluff,7,Outside,14,2007,2016,-9
512.093675,17,90,351,1,2007-11-14T00:00:00Z,The Bluff,7,Outside,12,2007,2016,-9
1006.2058333333334,17,91,352,1,2013-03-06T00:00:00Z,The Bluff,7,Outside,3,2013,2016,-3
239.77586666666667,17,91,353,1,2013-03-06T00:00:00Z,The Bluff,7,Outside,3,2013,2016,-3
343.37075,17,91,354,1,2013-03-06T00:00:00Z,The Bluff,7,Outside,4,2013,2016,-3
336.7792534,17,91,355,1,2013-03-06T00:00:00Z,The Bluff,7,Outside,5,2013,2016,-3
163.3676,17,92,358,1,2013-11-18T00:00:00Z,The Bluff,7,Outside,1,2013,2016,-3
535.3884125,17,93,360,1,2017-04-15T00:00:00Z,The Bluff,7,Outside,8,2017,2016,1
1142.9837076923077,17,93,361,1,2017-04-15T00:00:00Z,The Bluff,7,Outside,13,2017,2016,1
505.88385,17,93,362,1,2017-04-15T00:00:00Z,The Bluff,7,Outside,12,2017,2016,1
389.6149823529412,17,93,363,1,2017-04-15T00:00:00Z,The Bluff,7,Outside,17,2017,2016,1
682.9871999999999,17,94,364,1,2018-03-09T00:00:00Z,The Bluff,7,Outside,6,2018,2016,2
201.96526371428573,17,94,365,1,2018-03-09T00:00:00Z,The Bluff,7,Outside,7,2018,2016,2
2840.14865,17,94,366,1,2018-03-09T00:00:00Z,The Bluff,7,Outside,4,2018,2016,2
230.16126371428572,17,94,367,1,2018-03-09T00:00:00Z,The Bluff,7,Outside,7,2018,2016,2
473.9784241666667,28,135,528,1,2005-03-17T00:00:00Z,Ripple Rock,4,Inside,12,2005,2016,-11
569.42586,28,135,529,1,2005-03-17T00:00:00Z,Ripple Rock,4,Inside,15,2005,2016,-11
493.5746253846154,28,135,530,1,2005-03-17T00:00:00Z,Ripple Rock,4,Inside,13,2005,2016,-11
763.8018913043478,28,135,531,1,2005-03-17T00:00:00Z,Ripple Rock,4,Inside,23,2005,2016,-11
155.474305,28,136,532,1,2006-03-01T00:00:00Z,Ripple Rock,4,Inside,8,2006,2016,-10
489.37597500000004,28,136,533,1,2006-03-01T00:00:00Z,Ripple Rock,4,Inside,8,2006,2016,-10
584.708005882353,28,136,534,1,2006-03-01T00:00:00Z,Ripple Rock,4,Inside,17,2006,2016,-10
664.93377,28,136,535,1,2006-03-01T00:00:00Z,Ripple Rock,4,Inside,20,2006,2016,-10
856.5709428571429,28,137,537,1,2007-02-22T00:00:00Z,Ripple Rock,4,Inside,21,2007,2016,-9
611.237619,28,137,538,1,2007-02-22T00:00:00Z,Ripple Rock,4,Inside,20,2007,2016,-9
979.0419011111111,28,137,539,1,2007-02-22T00:00:00Z,Ripple Rock,4,Inside,18,2007,2016,-9
688.6013461538462,28,138,540,1,2016-02-12T00:00:00Z,Ripple Rock,4,Inside,13,2016,2016,0
510.5397307692308,28,138,541,1,2016-02-12T00:00:00Z,Ripple Rock,4,Inside,13,2016,2016,0
865.45200740740745,28,138,542,1,2016-02-12T00:00:00Z,Ripple Rock,4,Inside,27,2016,2016,0
704.029447826087,28,138,543,1,2016-02-12T00:00:00Z,Ripple Rock,4,Inside,23,2016,2016,0
463.3741416666667,28,139,544,1,2017-03-07T00:00:00Z,Ripple Rock,4,Inside,12,2017,2016,1
457.20926,28,139,545,1,2017-03-07T00:00:00Z,Ripple Rock,4,Inside,15,2017,2016,1
888.9637615384615,28,139,546,1,2017-03-07T00:00:00Z,Ripple Rock,4,Inside,26,2017,2016,1
805.0962000000001,28,139,547,1,2017-03-07T00:00:00Z,Ripple Rock,4,Inside,24,2017,2016,1
902.9929833333333,28,140,548,1,2018-04-30T00:00:00Z,Ripple Rock,4,Inside,18,2018,2016,2
1325.7771916666666,28,140,549,1,2018-04-30T00:00:00Z,Ripple Rock,4,Inside,24,2018,2016,2
674.3051454545455,28,140,550,1,2018-04-30T00:00:00Z,Ripple Rock,4,Inside,22,2018,2016,2
978.5976086956522,28,140,551,1,2018-04-30T00:00:00Z,Ripple Rock,4,Inside,23,2018,2016,2
335.0091591666667,29,141,552,1,2005-03-17T00:00:00Z,Shag Rock Carrickalinga,4,Inside,12,2005,2016,-11
630.298017826087,29,141,553,1,2005-03-17T00:00:00Z,Shag Rock Carrickalinga,4,Inside,23,2005,2016,-11
801.2950592592592,29,141,554,1,2005-03-17T00:00:00Z,Shag Rock Carrickalinga,4,Inside,27,2005,2016,-11
569.399994375,29,141,555,1,2005-03-17T00:00:00Z,Shag Rock Carrickalinga,4,Inside,16,2005,2016,-11
407.47067304347826,29,142,556,1,2006-02-27T00:00:00Z,Shag Rock Carrickalinga,4,Inside,23,2006,2016,-10
513.8330516666666,29,142,557,1,2006-02-27T00:00:00Z,Shag Rock Carrickalinga,4,Inside,18,2006,2016,-10
563.7325857142857,29,142,558,1,2006-02-27T00:00:00Z,Shag Rock Carrickalinga,4,Inside,14,2006,2016,-10
757.0052995,29,142,559,1,2006-02-27T00:00:00Z,Shag Rock Carrickalinga,4,Inside,20,2006,2016,-10
1209.6888523809523,29,143,560,1,2007-02-25T00:00:00Z,Shag Rock Carrickalinga,4,Inside,21,2007,2016,-9
841.4880222727272,29,143,561,1,2007-02-25T00:00:00Z,Shag Rock Carrickalinga,4,Inside,22,2007,2016,-9
424.3787876923077,29,143,562,1,2007-02-25T00:00:00Z,Shag Rock Carrickalinga,4,Inside,13,2007,2016,-9
374.07490333333334,29,143,563,1,2007-02-25T00:00:00Z,Shag Rock Carrickalinga,4,Inside,18,2007,2016,-9
196.1217,29,145,568,1,2008-02-09T00:00:00Z,Shag Rock Carrickalinga,4,Inside,1,2008,2016,-8
960.3763846153846,29,146,569,1,2011-02-01T00:00:00Z,Shag Rock Carrickalinga,4,Inside,13,2011,2016,-5
538.7308444444444,29,146,570,1,2011-02-01T00:00:00Z,Shag Rock Carrickalinga,4,Inside,9,2011,2016,-5
598.6413636363636,29,146,571,1,2011-02-01T00:00:00Z,Shag Rock Carrickalinga,4,Inside,11,2011,2016,-5
320.31647142857145,29,147,572,1,2012-02-02T00:00:00Z,Shag Rock Carrickalinga,4,Inside,7,2012,2016,-4
209.44755,29,147,573,1,2012-02-02T00:00:00Z,Shag Rock Carrickalinga,4,Inside,6,2012,2016,-4
1319.19825,29,147,574,1,2012-02-02T00:00:00Z,Shag Rock Carrickalinga,4,Inside,6,2012,2016,-4
4420.428786363636,29,147,575,1,2012-02-02T00:00:00Z,Shag Rock Carrickalinga,4,Inside,22,2012,2016,-4
790.1714076923078,29,148,576,1,2014-02-05T00:00:00Z,Shag Rock Carrickalinga,4,Inside,13,2014,2016,-2
872.508835,29,148,577,1,2014-02-05T00:00:00Z,Shag Rock Carrickalinga,4,Inside,20,2014,2016,-2
1369.83,29,148,578,1,2014-02-05T00:00:00Z,Shag Rock Carrickalinga,4,Inside,2,2014,2016,-2
3627.5571705882353,29,148,579,1,2014-02-05T00:00:00Z,Shag Rock Carrickalinga,4,Inside,17,2014,2016,-2
255.829725,29,149,580,1,2016-02-08T00:00:00Z,Shag Rock Carrickalinga,4,Inside,8,2016,2016,0
820.4282625,29,149,581,1,2016-02-08T00:00:00Z,Shag Rock Carrickalinga,4,Inside,8,2016,2016,0
2523.2675125,29,149,582,1,2016-02-08T00:00:00Z,Shag Rock Carrickalinga,4,Inside,16,2016,2016,0
1027.7982705882353,29,149,583,1,2016-02-08T00:00:00Z,Shag Rock Carrickalinga,4,Inside,17,2016,2016,0
4968.809752941176,29,150,584,1,2017-03-15T00:00:00Z,Shag Rock Carrickalinga,4,Inside,17,2017,2016,1
3891.2277913043476,29,150,585,1,2017-03-15T00:00:00Z,Shag Rock Carrickalinga,4,Inside,23,2017,2016,1
593.7507285714286,29,150,586,1,2017-03-15T00:00:00Z,Shag Rock Carrickalinga,4,Inside,14,2017,2016,1
950.4772666666667,29,150,587,1,2017-03-15T00:00:00Z,Shag Rock Carrickalinga,4,Inside,18,2017,2016,1
2399.038317857143,29,152,592,1,2018-02-20T00:00:00Z,Shag Rock Carrickalinga,4,Inside,28,2018,2016,2
