time,Year,SiteName,n,nCheck,modMedian,modMean,modci90lo,modci90up
-11,2005,Carrickalinga Head,4000,4000,444.6682420063901,609.2480769769907,61.4743109400276,1716.4943299318263
-11,2005,Carrickalinga South Bay,4000,4000,408.83033082168583,553.4066306348009,53.50259178674779,1558.8737088241267
-11,2005,Dodd's Beach,4000,4000,378.1706366353896,514.2066487263055,49.61143573001732,1455.1991588798246
-11,2005,Flat Irons,4000,4000,674.8321213856034,913.2984607323796,95.49870634216138,2535.418013662434
-11,2005,Newland Head,4000,4000,633.8700050685007,894.9103816378382,77.24045929670329,2612.9988001018437
-11,2005,Outside Granite Island,4000,4000,330.30114828313583,450.2626607443464,43.34310889263865,1287.098736771283
-11,2005,Rapid Head Windmill,4000,4000,297.5866343801144,416.02183987662823,39.83186221795686,1179.214721954875
-11,2005,Ripple Rock,4000,4000,701.2630562855284,1989.0698987502515,48.96048592215924,7645.223152757993
-11,2005,Shag Rock Carrickalinga,4000,4000,0.8587431971530264,401.89093972524023,0.0026394897152796134,363.6174338829296
-11,2005,The Bluff,4000,4000,252.20675490528367,354.6507512140183,34.93230886380319,1000.3302156480142
-11,2005,West Island Outer,4000,4000,396.7074044374062,579.7459620519672,53.54174539664899,1672.443759794261
-10,2006,Carrickalinga Head,4000,4000,461.12874076154765,636.634921537342,60.83308196132232,1771.3742027379697
-10,2006,Carrickalinga South Bay,4000,4000,423.64020838458794,573.5404699314319,55.50663561821066,1601.2457790378876
-10,2006,Dodd's Beach,4000,4000,394.43190286885,530.7986636677874,53.48284214333916,1495.3338177533394
-10,2006,Outside Granite Island,4000,4000,342.9341597847486,473.98356308509017,49.11292906028785,1351.6530038509125
-10,2006,Rapid Head Windmill,4000,4000,308.00688064811914,425.60394278268177,42.73277787729558,1224.3246872357652
-10,2006,Ripple Rock,4000,4000,744.6921888140747,1770.763063023723,54.7747428100363,6660.453499035636
-10,2006,Shag Rock Carrickalinga,4000,4000,1.6646637302358012,300.14216980184807,0.008236914373827658,437.1910744854149
-10,2006,The Bluff,4000,4000,259.4639402975426,361.7435297572684,33.53659297727453,1043.3258911659943
-9,2007,Carrickalinga Head,4000,4000,472.87113164153436,643.9748590266129,62.15688282988624,1781.1172877550694
-9,2007,Carrickalinga South Bay,4000,4000,445.246389470925,608.2582364672987,61.60024839223153,1647.5875235638255
-9,2007,Dodd's Beach,4000,4000,383.40157478127514,521.5564569411887,47.23741155977394,1492.0258074197745
-9,2007,Fishery Beach,4000,4000,444.20882883217286,627.6604132464075,56.72905035609197,1877.863996019597
-9,2007,Flat Irons,4000,4000,651.792161075962,892.0553723478747,90.05164870017914,2538.1456973717773
-9,2007,Newland Head,4000,4000,629.6515473354707,907.0341664161716,90.3170983857868,2638.0126514428875
-9,2007,Outside Granite Island,4000,4000,354.52484090128223,484.831203764468,50.700156836304885,1370.0621429445982
-9,2007,Porpoise Head,4000,4000,832.1236056758626,1156.5941632142826,111.03734763566489,3267.6662950849154
-9,2007,Rapid Head Windmill,4000,4000,328.30278904380486,451.2898927082277,45.98583525605575,1243.0786754793903
-9,2007,Ripple Rock,4000,4000,743.7967608824808,1699.635367252126,59.159721631056925,6267.710196630504
-9,2007,Shag Rock Carrickalinga,4000,4000,3.0140544572896033,204.19876727219324,0.0235261456322708,413.96244417028333
-9,2007,The Bluff,4000,4000,266.2674445974693,375.8912853185261,34.17833709658458,1050.059037794769
-9,2007,West Island Outer,4000,4000,458.58506094507624,661.8011521057192,62.625800845870145,1933.03789805019
-9,2007,Whalebone,4000,4000,13362751.992367106,5766970046226994e3,0.3151601246817159,55092442263558.67
-8,2008,Carrickalinga South Bay,4000,4000,458.1224095823017,633.2696975070066,63.35375276130426,1780.5846081057468
-8,2008,Rapid Bay Jetty,4000,4000,921.2431943559372,1302.4020697285457,116.18725013283719,3686.982710069268
-5,2011,Rapid Bay Jetty,4000,4000,891.2539730042646,1243.4454743806643,116.4243318121261,3557.83197241729
-5,2011,Rapid Head East,4000,4000,423.11730367385394,591.0183732617318,58.00972414108189,1657.5713144375422
-5,2011,Shag Rock Carrickalinga,4000,4000,32.56274096800617,181.09337599079672,1.5075485025645654,678.6164440336435
-4,2012,Carrickalinga Head,4000,4000,505.23616385999253,692.4780415284322,72.4887579662592,1953.879313697173
