key,Rank,Taxa,originalName,Kingdom,Phylum,Class,Order,Family,Genus,Species,scientificName,canonicalName,Status,Confidence,Match,Stamp
2383954,SPECIES,Austrolabrus maculatus,Austrolabrus maculatus,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Austrolabrus,Austrolabrus maculatus,"Austrolabrus maculatus (Macleay, 1881)",Austrolabrus maculatus,ACCEPTED,100,EXACT,2019-02-04T16:33:39Z
4593934,SPECIES,Barbatia pistachia,Barbatia pistachia,Animalia,Mollusca,Bivalvia,Arcida,Arcidae,Barbatia,Barbatia pistachia,"Barbatia pistachia (Lamarck, 1819)",Barbatia pistachia,ACCEPTED,100,EXACT,2019-02-04T16:33:40Z
2377106,SPECIES,Bathygobius krefftii,Bathygobius krefftii,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Bathygobius,Bathygobius krefftii,"Bathygobius krefftii (Steindachner, 1866)",Bathygobius krefftii,ACCEPTED,100,EXACT,2019-02-04T16:33:40Z
9568834,SPECIES,Bathytoshia lata,Bathytoshia lata,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Bathytoshia,Bathytoshia lata,"Bathytoshia lata (Garman, 1880)",Bathytoshia lata,ACCEPTED,100,EXACT,2019-02-04T16:33:41Z
1,KINGDOM,Animalia,Blenniid spp.,Animalia,NA,NA,NA,NA,NA,NA,Animalia,Animalia,ACCEPTED,99,HIGHERRANK,2019-02-04T16:33:41Z
2398020,SPECIES,Bovichtus angustifrons,Bovichtus angustifrons,Animalia,Chordata,Actinopterygii,Perciformes,Bovichtidae,Bovichtus,Bovichtus angustifrons,"Bovichtus angustifrons Regan, 1913",Bovichtus angustifrons,ACCEPTED,100,EXACT,2019-02-04T16:33:42Z
2406792,SPECIES,Brachaluteres jacksonianus,Brachaluteres jacksonianus,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Brachaluteres,Brachaluteres jacksonianus,"Brachaluteres jacksonianus (Quoy & Gaimard, 1824)",Brachaluteres jacksonianus,ACCEPTED,100,EXACT,2019-02-04T16:33:42Z
1,KINGDOM,Animalia,Brachyura spp.,Animalia,NA,NA,NA,NA,NA,NA,Animalia,Animalia,ACCEPTED,99,HIGHERRANK,2019-02-04T16:33:42Z
2297320,GENUS,Bursatella,Bursatella spp.,Animalia,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Bursatella,NA,"Bursatella Blainville, 1817",Bursatella,ACCEPTED,85,EXACT,2019-02-04T16:33:43Z
2300817,SPECIES,Cabestana spengleri,Cabestana spengleri,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Cabestana,Cabestana spengleri,"Cabestana spengleri (Perry, 1811)",Cabestana spengleri,ACCEPTED,100,EXACT,2019-02-04T16:33:43Z
4613650,SPECIES,Cabestana tabulata,Cabestana tabulata,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Cabestana,Cabestana tabulata,"Cabestana tabulata (Menke, 1843)",Cabestana tabulata,ACCEPTED,100,EXACT,2019-02-04T16:33:44Z
5797677,SPECIES,Cassis fimbriata,Cassis fimbriata,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Cassis,Cassis fimbriata,"Cassis fimbriata Quoy & Gaimard, 1833",Cassis fimbriata,ACCEPTED,100,EXACT,2019-02-04T16:33:44Z
4876933,SPECIES,Centrostephanus tenuispinus,Centrostephanus tenuispinus,Animalia,Echinodermata,Echinoidea,Diadematoida,Diadematidae,Centrostephanus,Centrostephanus tenuispinus,"Centrostephanus tenuispinus H.L.Clark, 1914",Centrostephanus tenuispinus,ACCEPTED,100,EXACT,2019-02-04T16:33:45Z
5794856,SPECIES,Ceratosoma amoenum,Ceratosoma amoenum,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Ceratosoma,Ceratosoma amoenum,"Ceratosoma amoenum (Cheeseman, 1886)",Ceratosoma amoenum,ACCEPTED,100,EXACT,2019-02-04T16:33:45Z
5794852,SPECIES,Ceratosoma brevicaudatum,Ceratosoma brevicaudatum,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Ceratosoma,Ceratosoma brevicaudatum,"Ceratosoma brevicaudatum Abraham, 1876",Ceratosoma brevicaudatum,ACCEPTED,100,EXACT,2019-02-04T16:33:46Z
2291928,GENUS,Cerberilla,Cerberilla spp.,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Cerberilla,NA,"Cerberilla Bergh, 1873",Cerberilla,ACCEPTED,85,EXACT,2019-02-04T16:33:46Z
2392111,SPECIES,Cheilodactylus nigripes,Cheilodactylus nigripes,Animalia,Chordata,Actinopterygii,Perciformes,Cheilodactylidae,Cheilodactylus,Cheilodactylus nigripes,"Cheilodactylus nigripes Richardson, 1850",Cheilodactylus nigripes,ACCEPTED,100,EXACT,2019-02-04T16:33:47Z
2392174,SPECIES,Cheilodactylus spectabilis,Cheilodactylus spectabilis,Animalia,Chordata,Actinopterygii,Perciformes,Cheilodactylidae,Cheilodactylus,Cheilodactylus spectabilis,"Cheilodactylus spectabilis Hutton, 1872",Cheilodactylus spectabilis,ACCEPTED,100,EXACT,2019-02-04T16:33:47Z
2385302,SPECIES,Chelmonops curiosus,Chelmonops curiosus,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Chelmonops,Chelmonops curiosus,"Chelmonops curiosus Kuiter, 1986",Chelmonops curiosus,ACCEPTED,100,EXACT,2019-02-04T16:33:48Z
5211522,SPECIES,Chironemus georgianus,Chironemus georgianus,Animalia,Chordata,Actinopterygii,Perciformes,Chironemidae,Chironemus,Chironemus georgianus,"Chironemus georgianus Cuvier, 1829",Chironemus georgianus,ACCEPTED,100,EXACT,2019-02-04T16:33:48Z
5210905,GENUS,Chrysophrys,Chrysophrys auratus,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Chrysophrys,NA,"Chrysophrys Quoy & Gaimard, 1824-1826",Chrysophrys,ACCEPTED,95,HIGHERRANK,2019-02-04T16:33:49Z
1,KINGDOM,Animalia,Clinid spp.,Animalia,NA,NA,NA,NA,NA,NA,Animalia,Animalia,ACCEPTED,99,HIGHERRANK,2019-02-04T16:33:49Z
1,KINGDOM,Animalia,Clupeid spp.,Animalia,NA,NA,NA,NA,NA,NA,Animalia,Animalia,ACCEPTED,99,HIGHERRANK,2019-02-04T16:33:50Z
538,ORDER,Clupeiformes,Clupeiformes spp.,Animalia,Chordata,Actinopterygii,Clupeiformes,NA,NA,NA,Clupeiformes,Clupeiformes,ACCEPTED,85,EXACT,2019-02-04T16:33:50Z
2341943,SPECIES,Cnidoglanis macrocephalus,Cnidoglanis macrocephalus,Animalia,Chordata,Actinopterygii,Siluriformes,Plotosidae,Cnidoglanis,Cnidoglanis macrocephalus,"Cnidoglanis macrocephalus (Valenciennes, 1840)",Cnidoglanis macrocephalus,ACCEPTED,100,EXACT,2019-02-04T16:33:51Z
2411236,SPECIES,Cochleoceps bicolor,Cochleoceps bicolor,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae,Cochleoceps,Cochleoceps bicolor,"Cochleoceps bicolor Hutchins, 1991",Cochleoceps bicolor,ACCEPTED,100,EXACT,2019-02-04T16:33:51Z
2274650,GENUS,Comanthus,Comanthus spp.,Animalia,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,NA,"Comanthus AH Clark, 1908",Comanthus,ACCEPTED,85,EXACT,2019-02-04T16:33:51Z
4340911,SPECIES,Cenolia tasmaniae,Comanthus tasmaniae,Animalia,Echinodermata,Crinoidea,Comatulida,Comasteridae,Cenolia,Cenolia tasmaniae,"Cenolia tasmaniae (AH Clark, 1918)",Cenolia tasmaniae,ACCEPTED,NA,Synonym,2019-02-04T16:33:52Z
2274652,SPECIES,Comanthus trichoptera,Comanthus trichoptera,Animalia,Echinodermata,Crinoidea,Comatulida,Comasteridae,Comanthus,Comanthus trichoptera,"Comanthus trichoptera (Müller, 1846)",Comanthus trichoptera,ACCEPTED,100,EXACT,2019-02-04T16:33:53Z
5795773,SPECIES,Conus anemone,Conus anemone,Animalia,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus anemone,"Conus anemone Lamarck, 1810",Conus anemone,ACCEPTED,100,EXACT,2019-02-04T16:33:53Z
8334128,SPECIES,Coscinasterias muricata,Coscinasterias muricata,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Coscinasterias,Coscinasterias muricata,"Coscinasterias muricata Verrill, 1867",Coscinasterias muricata,ACCEPTED,100,EXACT,2019-02-04T16:33:54Z
215,CLASS,Crinoidea,Crinoidea spp.,Animalia,Echinodermata,Crinoidea,NA,NA,NA,NA,Crinoidea,Crinoidea,ACCEPTED,85,EXACT,2019-02-04T16:33:54Z
2380288,SPECIES,Cristiceps australis,Cristiceps australis,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Cristiceps,Cristiceps australis,"Cristiceps australis Valenciennes, 1836",Cristiceps australis,ACCEPTED,100,EXACT,2019-02-04T16:33:55Z
5210867,SPECIES,Dactylophora nigricans,Dactylophora nigricans,Animalia,Chordata,Actinopterygii,Perciformes,Cheilodactylidae,Dactylophora,Dactylophora nigricans,"Dactylophora nigricans (Richardson, 1850)",Dactylophora nigricans,ACCEPTED,100,EXACT,2019-02-04T16:33:55Z
2304401,SPECIES,Dicathais orbita,Dicathais orbita,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Dicathais,Dicathais orbita,"Dicathais orbita (Gmelin, 1791)",Dicathais orbita,ACCEPTED,100,EXACT,2019-02-04T16:33:55Z
2394201,SPECIES,Dinolestes lewini,Dinolestes lewini,Animalia,Chordata,Actinopterygii,Perciformes,Dinolestidae,Dinolestes,Dinolestes lewini,"Dinolestes lewini (Griffith & Smith, 1834)",Dinolestes lewini,ACCEPTED,100,EXACT,2019-02-04T16:33:56Z
5213388,SPECIES,Diodon nicthemerus,Diodon nicthemerus,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Diodontidae,Diodon,Diodon nicthemerus,"Diodon nicthemerus Cuvier, 1818",Diodon nicthemerus,ACCEPTED,100,EXACT,2019-02-04T16:33:56Z
6519880,SPECIES,Doris chrysoderma,Doris chrysoderma,Animalia,Mollusca,Gastropoda,Nudibranchia,Dorididae,Doris,Doris chrysoderma,"Doris chrysoderma Angas, 1864",Doris chrysoderma,ACCEPTED,100,EXACT,2019-02-04T16:33:57Z
2383374,SPECIES,Dotalabrus aurantiacus,Dotalabrus aurantiacus,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Dotalabrus,Dotalabrus aurantiacus,"Dotalabrus aurantiacus (Castelnau, 1872)",Dotalabrus aurantiacus,ACCEPTED,100,EXACT,2019-02-04T16:33:57Z
2273655,SPECIES,Echinaster arcystatus,Echinaster arcystatus,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,Echinaster arcystatus,"Echinaster arcystatus H.L.Clark, 1914",Echinaster arcystatus,ACCEPTED,100,EXACT,2019-02-04T16:33:58Z
2273669,SPECIES,Echinaster glomeratus,Echinaster glomeratus,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Echinaster,Echinaster glomeratus,"Echinaster glomeratus H.L.Clark, 1916",Echinaster glomeratus,ACCEPTED,100,EXACT,2019-02-04T16:33:58Z
2391990,SPECIES,Enoplosus armatus,Enoplosus armatus,Animalia,Chordata,Actinopterygii,Perciformes,Enoplosidae,Enoplosus,Enoplosus armatus,"Enoplosus armatus (White, 1790)",Enoplosus armatus,ACCEPTED,100,EXACT,2019-02-04T16:33:59Z
2386616,SPECIES,Eocallionymus papilio,Eocallionymus papilio,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Eocallionymus,Eocallionymus papilio,"Eocallionymus papilio (Günther, 1864)",Eocallionymus papilio,ACCEPTED,100,EXACT,2019-02-04T16:33:59Z
4373771,SPECIES,Equichlamys bifrons,Equichlamys bifrons,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Equichlamys,Equichlamys bifrons,"Equichlamys bifrons (Lamarck, 1819)",Equichlamys bifrons,ACCEPTED,100,EXACT,2019-02-04T16:34:00Z
2406866,SPECIES,Eubalichthys mosaicus,Eubalichthys mosaicus,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Eubalichthys,Eubalichthys mosaicus,"Eubalichthys mosaicus (Ramsay & Ogilby, 1886)",Eubalichthys mosaicus,ACCEPTED,100,EXACT,2019-02-04T16:34:00Z
2383931,SPECIES,Eupetrichthys angustipes,Eupetrichthys angustipes,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Eupetrichthys,Eupetrichthys angustipes,"Eupetrichthys angustipes Ramsay & Ogilby, 1888",Eupetrichthys angustipes,ACCEPTED,100,EXACT,2019-02-04T16:34:00Z
2292251,GENUS,Flabellina,Flabellina spp.,Animalia,Mollusca,Gastropoda,Nudibranchia,Flabellinidae,Flabellina,NA,"Flabellina Voigt, 1834",Flabellina,ACCEPTED,80,EXACT,2019-02-04T16:34:01Z
2386583,SPECIES,Foetorepus calauropomus,Foetorepus calauropomus,Animalia,Chordata,Actinopterygii,Perciformes,Callionymidae,Foetorepus,Foetorepus calauropomus,"Foetorepus calauropomus (Richardson, 1844)",Foetorepus calauropomus,ACCEPTED,100,EXACT,2019-02-04T16:34:01Z
2272625,SPECIES,Fromia polypora,Fromia polypora,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Fromia,Fromia polypora,"Fromia polypora H.L.Clark, 1916",Fromia polypora,ACCEPTED,100,EXACT,2019-02-04T16:34:02Z
4604085,SPECIES,Fusinus australis,Fusinus australis,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Fusinus,Fusinus australis,"Fusinus australis (Quoy & Gaimard, 1833)",Fusinus australis,ACCEPTED,100,EXACT,2019-02-04T16:34:02Z
225,CLASS,Gastropoda,Gastropoda spp.,Animalia,Mollusca,Gastropoda,NA,NA,NA,NA,Gastropoda,Gastropoda,ACCEPTED,85,EXACT,2019-02-04T16:34:03Z
2345644,SPECIES,Genypterus tigerinus,Genypterus tigerinus,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Genypterus,Genypterus tigerinus,"Genypterus tigerinus Klunzinger, 1872",Genypterus tigerinus,ACCEPTED,100,EXACT,2019-02-04T16:34:03Z
2381233,SPECIES,Girella tricuspidata,Girella tricuspidata,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Girella,Girella tricuspidata,"Girella tricuspidata Johnston, 1882",Girella tricuspidata,ACCEPTED,100,EXACT,2019-02-04T16:34:04Z
2381227,SPECIES,Girella zebra,Girella zebra,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Girella,Girella zebra,"Girella zebra (Richardson, 1846)",Girella zebra,ACCEPTED,100,EXACT,2019-02-04T16:34:04Z
2335216,SPECIES,Glyptauchen panduratus,Glyptauchen panduratus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Tetrarogidae,Glyptauchen,Glyptauchen panduratus,"Glyptauchen panduratus (Richardson, 1850)",Glyptauchen panduratus,ACCEPTED,100,EXACT,2019-02-04T16:34:04Z
1,KINGDOM,Animalia,Gobiesocid spp.,Animalia,NA,NA,NA,NA,NA,NA,Animalia,Animalia,ACCEPTED,99,HIGHERRANK,2019-02-04T16:34:05Z
1,KINGDOM,Animalia,Gobiid spp.,Animalia,NA,NA,NA,NA,NA,NA,Animalia,Animalia,ACCEPTED,99,HIGHERRANK,2019-02-04T16:34:05Z
6519724,SPECIES,Goniobranchus epicurius,Goniobranchus epicurius,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Goniobranchus,Goniobranchus epicurius,"Goniobranchus epicurius (Basedow & Hedley, 1905)",Goniobranchus epicurius,ACCEPTED,100,EXACT,2019-02-04T16:34:06Z
6519796,SPECIES,Goniobranchus tinctorius,Goniobranchus tinctorius,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Goniobranchus,Goniobranchus tinctorius,"Goniobranchus tinctorius (Rüppell & Leuckart, 1830)",Goniobranchus tinctorius,ACCEPTED,100,EXACT,2019-02-04T16:34:06Z
4876008,SPECIES,Goniocidaris tubaria,Goniocidaris tubaria,Animalia,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Goniocidaris,Goniocidaris tubaria,"Goniocidaris tubaria (Lamarck, 1816)",Goniocidaris tubaria,ACCEPTED,100,EXACT,2019-02-04T16:34:07Z
2387346,SPECIES,Haletta semifasciata,Haletta semifasciata,Animalia,Chordata,Actinopterygii,Perciformes,Odacidae,Haletta,Haletta semifasciata,"Haletta semifasciata (Valenciennes, 1840)",Haletta semifasciata,ACCEPTED,100,EXACT,2019-02-04T16:34:07Z
4616001,SPECIES,Haliotis cyclobates,Haliotis cyclobates,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis cyclobates,"Haliotis cyclobates Péron & Lesueur, 1816",Haliotis cyclobates,ACCEPTED,100,EXACT,2019-02-04T16:34:08Z
4615987,SPECIES,Haliotis laevigata,Haliotis laevigata,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis laevigata,"Haliotis laevigata Donovan, 1808",Haliotis laevigata,ACCEPTED,100,EXACT,2019-02-04T16:34:08Z
4615967,SPECIES,Haliotis roei,Haliotis roei,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis roei,"Haliotis roei Gray, 1826",Haliotis roei,ACCEPTED,100,EXACT,2019-02-04T16:34:09Z
4615980,SPECIES,Haliotis rubra,Haliotis rubra,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis rubra,"Haliotis rubra Leach, 1814",Haliotis rubra,ACCEPTED,100,EXACT,2019-02-04T16:34:09Z
4615980,SPECIES,Haliotis rubra,Haliotis rubra complex,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis rubra,"Haliotis rubra Leach, 1814",Haliotis rubra,ACCEPTED,100,HIGHERRANK,2019-02-04T16:34:09Z
4615964,SPECIES,Haliotis scalaris,Haliotis scalaris,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,Haliotis scalaris,"Haliotis scalaris (Leach, 1814)",Haliotis scalaris,ACCEPTED,100,EXACT,2019-02-04T16:34:10Z
2293068,GENUS,Haliotis,Haliotis spp.,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,NA,"Haliotis Linnaeus, 1758",Haliotis,ACCEPTED,85,EXACT,2019-02-04T16:34:10Z
2392887,SPECIES,Helcogramma decurrens,Helcogramma decurrens,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Helcogramma,Helcogramma decurrens,"Helcogramma decurrens McCulloch & Waite, 1918",Helcogramma decurrens,ACCEPTED,100,EXACT,2019-02-04T16:34:11Z
4876686,SPECIES,Heliocidaris erythrogramma,Heliocidaris erythrogramma,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heliocidaris,Heliocidaris erythrogramma,"Heliocidaris erythrogramma (Valenciennes, 1846)",Heliocidaris erythrogramma,ACCEPTED,100,EXACT,2019-02-04T16:34:11Z
5723395,SPECIES,Herdmania grandis,Herdmania grandis,Animalia,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Herdmania,Herdmania grandis,"Herdmania grandis (Heller, 1878)",Herdmania grandis,ACCEPTED,100,EXACT,2019-02-04T16:34:12Z
2380216,SPECIES,Heteroclinus adelaidae,Heteroclinus adelaidae,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heteroclinus,Heteroclinus adelaidae,"Heteroclinus adelaidae Castelnau, 1872",Heteroclinus adelaidae,ACCEPTED,100,EXACT,2019-02-04T16:34:12Z
2380196,SPECIES,Heteroclinus johnstoni,Heteroclinus johnstoni,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heteroclinus,Heteroclinus johnstoni,"Heteroclinus johnstoni (Saville-Kent, 1886)",Heteroclinus johnstoni,ACCEPTED,100,EXACT,2019-02-04T16:34:13Z
2380227,SPECIES,Heteroclinus kuiteri,Heteroclinus kuiteri,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heteroclinus,Heteroclinus kuiteri,"Heteroclinus kuiteri Hoese & Rennis, 2006",Heteroclinus kuiteri,ACCEPTED,100,EXACT,2019-02-04T16:34:13Z
2380217,SPECIES,Heteroclinus perspicillatus,Heteroclinus perspicillatus,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heteroclinus,Heteroclinus perspicillatus,"Heteroclinus perspicillatus (Valenciennes, 1836)",Heteroclinus perspicillatus,ACCEPTED,100,EXACT,2019-02-04T16:34:14Z
2380213,SPECIES,Heteroclinus roseus,Heteroclinus roseus,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heteroclinus,Heteroclinus roseus,"Heteroclinus roseus (Günther, 1861)",Heteroclinus roseus,ACCEPTED,100,EXACT,2019-02-04T16:34:14Z
2380192,GENUS,Heteroclinus,Heteroclinus spp.,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heteroclinus,NA,"Heteroclinus Castelnau, 1872",Heteroclinus,ACCEPTED,85,EXACT,2019-02-04T16:34:14Z
2380204,SPECIES,Heteroclinus tristis,Heteroclinus tristis,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Heteroclinus,Heteroclinus tristis,"Heteroclinus tristis (Klunzinger, 1872)",Heteroclinus tristis,ACCEPTED,100,EXACT,2019-02-04T16:34:15Z
5215675,SPECIES,Heterodontus portusjacksoni,Heterodontus portusjacksoni,Animalia,Chordata,Elasmobranchii,Heterodontiformes,Heterodontidae,Heterodontus,Heterodontus portusjacksoni,"Heterodontus portusjacksoni (Meyer, 1793)",Heterodontus portusjacksoni,ACCEPTED,100,EXACT,2019-02-04T16:34:15Z
5215675,SPECIES,Heterodontus portusjacksoni,Heterodontus portusjacksoni egg,Animalia,Chordata,Elasmobranchii,Heterodontiformes,Heterodontidae,Heterodontus,Heterodontus portusjacksoni,"Heterodontus portusjacksoni (Meyer, 1793)",Heterodontus portusjacksoni,ACCEPTED,100,HIGHERRANK,2019-02-04T16:34:16Z
5788038,SPECIES,Heteroscarus acroptilus,Heteroscarus acroptilus,Animalia,Chordata,Actinopterygii,Perciformes,Odacidae,Heteroscarus,Heteroscarus acroptilus,"Heteroscarus acroptilus (Richardson, 1846)",Heteroscarus acroptilus,ACCEPTED,100,EXACT,2019-02-04T16:34:16Z
4875538,SPECIES,Holopneustes porosissimus,Holopneustes porosissimus,Animalia,Echinodermata,Echinoidea,Camarodonta,Temnopleuridae,Holopneustes,Holopneustes porosissimus,"Holopneustes porosissimus L.Agassiz, 1846",Holopneustes porosissimus,ACCEPTED,100,EXACT,2019-02-04T16:34:17Z
4875534,GENUS,Holopneustes,Holopneustes sp. (red),Animalia,Echinodermata,Echinoidea,Camarodonta,Temnopleuridae,Holopneustes,NA,"Holopneustes L.Agassiz, 1841",Holopneustes,ACCEPTED,85,EXACT,2019-02-04T16:34:17Z
4875534,GENUS,Holopneustes,Holopneustes spp.,Animalia,Echinodermata,Echinoidea,Camarodonta,Temnopleuridae,Holopneustes,NA,"Holopneustes L.Agassiz, 1841",Holopneustes,ACCEPTED,85,EXACT,2019-02-04T16:34:18Z
4343022,SPECIES,Holothuria hartmeyeri,Holothuria hartmeyeri,Animalia,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,Holothuria,Holothuria hartmeyeri,"Holothuria hartmeyeri (Helfer, 1912)",Holothuria hartmeyeri,ACCEPTED,100,EXACT,2019-02-04T16:34:18Z
2413176,SPECIES,Hyperlophus vittatus,Hyperlophus vittatus,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Hyperlophus,Hyperlophus vittatus,"Hyperlophus vittatus (Castelnau, 1875)",Hyperlophus vittatus,ACCEPTED,100,EXACT,2019-02-04T16:34:19Z
2420564,SPECIES,Hypnos monopterygius,Hypnos monopterygius,Animalia,Chordata,Elasmobranchii,Torpediniformes,Hypnidae,Hypnos,Hypnos monopterygius,"Hypnos monopterygius (Shaw, 1795)",Hypnos monopterygius,ACCEPTED,100,EXACT,2019-02-04T16:34:19Z
2387925,SPECIES,Hypoplectrodes nigroruber,Hypoplectrodes nigroruber,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Hypoplectrodes,Hypoplectrodes nigroruber,"Hypoplectrodes nigroruber (Cuvier, 1828)",Hypoplectrodes nigroruber,ACCEPTED,100,EXACT,2019-02-04T16:34:20Z
4360080,SPECIES,Hypselodoris infucata,Hypselodoris infucata,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Hypselodoris,Hypselodoris infucata,"Hypselodoris infucata (Rüppell & Leuckart, 1830)",Hypselodoris infucata,ACCEPTED,100,EXACT,2019-02-04T16:34:20Z
9458034,SPECIES,Xipholeptos notoides,Idiosepius notoides,Animalia,Mollusca,Cephalopoda,NA,Idiosepiidae,Xipholeptos,Xipholeptos notoides,"Xipholeptos notoides (Berry, 1921)",Xipholeptos notoides,ACCEPTED,NA,Synonym,2019-02-04T16:34:21Z
5178279,SPECIES,Jasus edwardsii,Jasus edwardsii,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Jasus,Jasus edwardsii,"Jasus edwardsii (Hutton, 1875)",Jasus edwardsii,ACCEPTED,100,EXACT,2019-02-04T16:34:21Z
2381302,SPECIES,Kyphosus sydneyanus,Kyphosus sydneyanus,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae,Kyphosus,Kyphosus sydneyanus,"Kyphosus sydneyanus (Günther, 1886)",Kyphosus sydneyanus,ACCEPTED,100,EXACT,2019-02-04T16:34:22Z
5211056,SPECIES,Lepidoblennius marmoratus,Lepidoblennius marmoratus,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Lepidoblennius,Lepidoblennius marmoratus,"Lepidoblennius marmoratus (Macleay, 1878)",Lepidoblennius marmoratus,ACCEPTED,100,EXACT,2019-02-04T16:34:22Z
4645811,SPECIES,Leptomithrax gaimardii,Leptomithrax gaimardii,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Leptomithrax,Leptomithrax gaimardii,"Leptomithrax gaimardii Milne-Edwards, 1834",Leptomithrax gaimardii,ACCEPTED,100,EXACT,2019-02-04T16:34:23Z
2335661,SPECIES,Leviprora inops,Leviprora inops,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,Leviprora,Leviprora inops,"Leviprora inops (Jenyns, 1840)",Leviprora inops,ACCEPTED,100,EXACT,2019-02-04T16:34:23Z
2270567,SPECIES,Luidia australiae,Luidia australiae,Animalia,Echinodermata,Asteroidea,Paxillosida,Luidiidae,Luidia,Luidia australiae,"Luidia australiae Döderlein, 1920",Luidia australiae,ACCEPTED,100,EXACT,2019-02-04T16:34:24Z
4367818,SPECIES,Lyria mitraeformis,Lyria mitraeformis,Animalia,Mollusca,Gastropoda,Neogastropoda,Volutidae,Lyria,Lyria mitraeformis,"Lyria mitraeformis (Lamarck, 1811)",Lyria mitraeformis,ACCEPTED,100,EXACT,2019-02-04T16:34:24Z
6521584,SPECIES,Macroctopus maorum,Macroctopus maorum,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Macroctopus,Macroctopus maorum,"Macroctopus maorum (Hutton, 1880)",Macroctopus maorum,ACCEPTED,100,EXACT,2019-02-04T16:34:25Z
2333374,SPECIES,Maroubra perserrata,Maroubra perserrata,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Maroubra,Maroubra perserrata,"Maroubra perserrata Whitley, 1948",Maroubra perserrata,ACCEPTED,100,EXACT,2019-02-04T16:34:25Z
