key,Rank,Taxa,originalName,Kingdom,Phylum,Class,Order,Family,Genus,Species,scientificName,canonicalName,Status,Confidence,Match,Stamp
2272147,SPECIES,Meridiastra calcar,Meridiastra calcar,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Meridiastra,Meridiastra calcar,"Meridiastra calcar (Lamarck, 1816)",Meridiastra calcar,ACCEPTED,100,EXACT,2019-02-04T16:34:25Z
2272151,SPECIES,Meridiastra gunnii,Meridiastra gunnii,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Meridiastra,Meridiastra gunnii,"Meridiastra gunnii (Gray, 1840)",Meridiastra gunnii,ACCEPTED,100,EXACT,2019-02-04T16:34:26Z
2406836,SPECIES,Meuschenia flavolineata,Meuschenia flavolineata,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Meuschenia,Meuschenia flavolineata,"Meuschenia flavolineata Hutchins, 1977",Meuschenia flavolineata,ACCEPTED,100,EXACT,2019-02-04T16:34:26Z
2406841,SPECIES,Meuschenia freycineti,Meuschenia freycineti,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Meuschenia,Meuschenia freycineti,"Meuschenia freycineti (Quoy & Gaimard, 1824)",Meuschenia freycineti,ACCEPTED,100,EXACT,2019-02-04T16:34:27Z
2406855,SPECIES,Meuschenia galii,Meuschenia galii,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Meuschenia,Meuschenia galii,"Meuschenia galii (Waite, 1905)",Meuschenia galii,ACCEPTED,100,EXACT,2019-02-04T16:34:27Z
2406838,SPECIES,Meuschenia hippocrepis,Meuschenia hippocrepis,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Meuschenia,Meuschenia hippocrepis,"Meuschenia hippocrepis (Quoy & Gaimard, 1824)",Meuschenia hippocrepis,ACCEPTED,100,EXACT,2019-02-04T16:34:28Z
2406837,SPECIES,Meuschenia venusta,Meuschenia venusta,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Meuschenia,Meuschenia venusta,"Meuschenia venusta Hutchins, 1977",Meuschenia venusta,ACCEPTED,100,EXACT,2019-02-04T16:34:28Z
4596846,SPECIES,Mexichromis macropus,Mexichromis macropus,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Mexichromis,Mexichromis macropus,"Mexichromis macropus Rudman, 1983",Mexichromis macropus,ACCEPTED,100,EXACT,2019-02-04T16:34:29Z
4373491,SPECIES,Mimachlamys asperrima,Mimachlamys asperrima,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Mimachlamys,Mimachlamys asperrima,"Mimachlamys asperrima (Lamarck, 1819)",Mimachlamys asperrima,ACCEPTED,100,EXACT,2019-02-04T16:34:29Z
2302712,GENUS,Mitra,Mitra glabra,Animalia,Mollusca,Gastropoda,Neogastropoda,Mitridae,Mitra,NA,"Mitra Lamarck, 1798",Mitra,ACCEPTED,95,HIGHERRANK,2019-02-04T16:34:30Z
1,KINGDOM,Animalia,Monacanthid spp.,Animalia,NA,NA,NA,NA,NA,NA,Animalia,Animalia,ACCEPTED,99,HIGHERRANK,2019-02-04T16:34:30Z
6488527,SPECIES,Monoplex parthenopeus,Monoplex parthenopeus,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Monoplex,Monoplex parthenopeus,"Monoplex parthenopeus (Salis Marschlins, 1793)",Monoplex parthenopeus,ACCEPTED,100,EXACT,2019-02-04T16:34:30Z
2419293,SPECIES,Myliobatis australis,Myliobatis australis,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis australis,"Myliobatis australis Macleay, 1881",Myliobatis australis,ACCEPTED,100,EXACT,2019-02-04T16:34:31Z
5799118,SPECIES,Naxia aurita,Naxia aurita,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Naxia,Naxia aurita,"Naxia aurita Latreille, 1825",Naxia aurita,ACCEPTED,100,EXACT,2019-02-04T16:34:31Z
5178687,SPECIES,Naxia spinosa,Naxia spinosa,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Naxia,Naxia spinosa,"Naxia spinosa Hess, 1865",Naxia spinosa,ACCEPTED,100,EXACT,2019-02-04T16:34:32Z
4644439,SPECIES,Nectocarcinus integrifrons,Nectocarcinus integrifrons,Animalia,Arthropoda,Malacostraca,Decapoda,Ovalipidae,Nectocarcinus,Nectocarcinus integrifrons,"Nectocarcinus integrifrons (Latreille, 1825)",Nectocarcinus integrifrons,ACCEPTED,100,EXACT,2019-02-04T16:34:32Z
2225633,GENUS,Nectocarcinus,Nectocarcinus spp.,Animalia,Arthropoda,Malacostraca,Decapoda,Ovalipidae,Nectocarcinus,NA,"Nectocarcinus A.Milne-Edwards, 1860",Nectocarcinus,ACCEPTED,85,EXACT,2019-02-04T16:34:33Z
4644436,SPECIES,Nectocarcinus tuberculosus,Nectocarcinus tuberculosus,Animalia,Arthropoda,Malacostraca,Decapoda,Ovalipidae,Nectocarcinus,Nectocarcinus tuberculosus,"Nectocarcinus tuberculosus A.Milne-Edwards, 1860",Nectocarcinus tuberculosus,ACCEPTED,100,EXACT,2019-02-04T16:34:33Z
5186795,SPECIES,Nectria macrobrachia,Nectria macrobrachia,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Nectria,Nectria macrobrachia,"Nectria macrobrachia H.L.Clark, 1923",Nectria macrobrachia,ACCEPTED,100,EXACT,2019-02-04T16:34:34Z
5186788,SPECIES,Nectria multispina,Nectria multispina,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Nectria,Nectria multispina,"Nectria multispina H.L.Clark, 1928",Nectria multispina,ACCEPTED,100,EXACT,2019-02-04T16:34:34Z
5186793,SPECIES,Nectria ocellata,Nectria ocellata,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Nectria,Nectria ocellata,"Nectria ocellata (Gray, 1840)",Nectria ocellata,ACCEPTED,100,EXACT,2019-02-04T16:34:35Z
5186789,SPECIES,Nectria pedicelligera,Nectria pedicelligera,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Nectria,Nectria pedicelligera,"Nectria pedicelligera Mortensen, 1925",Nectria pedicelligera,ACCEPTED,100,EXACT,2019-02-04T16:34:35Z
5186790,SPECIES,Nectria saoria,Nectria saoria,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Nectria,Nectria saoria,"Nectria saoria Shepherd, 1967",Nectria saoria,ACCEPTED,100,EXACT,2019-02-04T16:34:36Z
2392134,SPECIES,Nemadactylus valenciennesi,Nemadactylus valenciennesi,Animalia,Chordata,Actinopterygii,Perciformes,Cheilodactylidae,Nemadactylus,Nemadactylus valenciennesi,"Nemadactylus valenciennesi (Whitley, 1937)",Nemadactylus valenciennesi,ACCEPTED,100,EXACT,2019-02-04T16:34:36Z
2387371,SPECIES,Neoodax balteatus,Neoodax balteatus,Animalia,Chordata,Actinopterygii,Perciformes,Odacidae,Neoodax,Neoodax balteatus,"Neoodax balteatus (Valenciennes, 1840)",Neoodax balteatus,ACCEPTED,100,EXACT,2019-02-04T16:34:36Z
2337292,SPECIES,Neosebastes scorpaenoides,Neosebastes scorpaenoides,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Neosebastidae,Neosebastes,Neosebastes scorpaenoides,"Neosebastes scorpaenoides Guichenot, 1867",Neosebastes scorpaenoides,ACCEPTED,100,EXACT,2019-02-04T16:34:37Z
2377480,GENUS,Nesogobius,Nesogobius spp.,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Nesogobius,NA,"Nesogobius Whitley, 1929",Nesogobius,ACCEPTED,85,EXACT,2019-02-04T16:34:37Z
2383546,SPECIES,Notolabrus parilus,Notolabrus parilus,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Notolabrus,Notolabrus parilus,"Notolabrus parilus (Richardson, 1850)",Notolabrus parilus,ACCEPTED,100,EXACT,2019-02-04T16:34:38Z
2383502,SPECIES,Notolabrus tetricus,Notolabrus tetricus,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Notolabrus,Notolabrus tetricus,"Notolabrus tetricus (Richardson, 1840)",Notolabrus tetricus,ACCEPTED,100,EXACT,2019-02-04T16:34:38Z
8198689,SPECIES,Verconia closeorum,Noumea closei,Animalia,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Verconia,Verconia closeorum,"Verconia closeorum (Rudman, 1986)",Verconia closeorum,ACCEPTED,NA,Synonym,2019-02-04T16:34:39Z
980,ORDER,Nudibranchia,Nudibranchia spp.,Animalia,Mollusca,Gastropoda,Nudibranchia,NA,NA,NA,Nudibranchia,Nudibranchia,ACCEPTED,85,EXACT,2019-02-04T16:34:40Z
2387397,SPECIES,Olisthops cyanomelas,Olisthops cyanomelas,Animalia,Chordata,Actinopterygii,Perciformes,Odacidae,Olisthops,Olisthops cyanomelas,"Olisthops cyanomelas Richardson, 1850",Olisthops cyanomelas,ACCEPTED,100,EXACT,2019-02-04T16:34:40Z
2407640,SPECIES,Omegophora armilla,Omegophora armilla,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Omegophora,Omegophora armilla,"Omegophora armilla (Waite & McCulloch, 1915)",Omegophora armilla,ACCEPTED,100,EXACT,2019-02-04T16:34:41Z
2380230,SPECIES,Ophiclinus gabrieli,Ophiclinus gabrieli,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Ophiclinus,Ophiclinus gabrieli,"Ophiclinus gabrieli Waite, 1906",Ophiclinus gabrieli,ACCEPTED,100,EXACT,2019-02-04T16:34:41Z
2380236,SPECIES,Ophiclinus gracilis,Ophiclinus gracilis,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Ophiclinus,Ophiclinus gracilis,"Ophiclinus gracilis Waite, 1906",Ophiclinus gracilis,ACCEPTED,100,EXACT,2019-02-04T16:34:41Z
2380229,GENUS,Ophiclinus,Ophiclinus spp.,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Ophiclinus,NA,"Ophiclinus Castelnau, 1872",Ophiclinus,ACCEPTED,85,EXACT,2019-02-04T16:34:42Z
2383927,SPECIES,Ophthalmolepis lineolata,Ophthalmolepis lineolatus,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Ophthalmolepis,Ophthalmolepis lineolata,"Ophthalmolepis lineolata (Valenciennes, 1839)",Ophthalmolepis lineolata,ACCEPTED,97,FUZZY,2019-02-04T16:34:42Z
2417557,SPECIES,Orectolobus halei,Orectolobus halei,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus halei,"Orectolobus halei Whitley, 1940",Orectolobus halei,ACCEPTED,100,EXACT,2019-02-04T16:34:43Z
2388620,SPECIES,Othos dentex,Othos dentex,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Othos,Othos dentex,"Othos dentex (Cuvier, 1828)",Othos dentex,ACCEPTED,100,EXACT,2019-02-04T16:34:43Z
1,KINGDOM,Animalia,Pagurid spp.,Animalia,NA,NA,NA,NA,NA,NA,Animalia,Animalia,ACCEPTED,99,HIGHERRANK,2019-02-04T16:34:44Z
4311887,SPECIES,Paguristes frontalis,Paguristes frontalis,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,Paguristes,Paguristes frontalis,"Paguristes frontalis Milne-Edwards, 1836",Paguristes frontalis,ACCEPTED,100,EXACT,2019-02-04T16:34:44Z
1,KINGDOM,Animalia,Paguroidea spp.,Animalia,NA,NA,NA,NA,NA,NA,Animalia,Animalia,ACCEPTED,99,HIGHERRANK,2019-02-04T16:34:45Z
2395799,SPECIES,Parablennius tasmanianus,Parablennius tasmanianus,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Parablennius,Parablennius tasmanianus,"Parablennius tasmanianus (Richardson, 1842)",Parablennius tasmanianus,ACCEPTED,100,EXACT,2019-02-04T16:34:45Z
2272254,SPECIES,Paranepanthia grandis,Paranepanthia grandis,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Paranepanthia,Paranepanthia grandis,"Paranepanthia grandis (H.L.Clark, 1928)",Paranepanthia grandis,ACCEPTED,100,EXACT,2019-02-04T16:34:46Z
5210061,SPECIES,Parapercis haackei,Parapercis haackei,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae,Parapercis,Parapercis haackei,"Parapercis haackei (Steindachner, 1884)",Parapercis haackei,ACCEPTED,100,EXACT,2019-02-04T16:34:46Z
2389751,SPECIES,Paraplesiops meleagris,Paraplesiops meleagris,Animalia,Chordata,Actinopterygii,Perciformes,Plesiopidae,Paraplesiops,Paraplesiops meleagris,"Paraplesiops meleagris (Peters, 1869)",Paraplesiops meleagris,ACCEPTED,100,EXACT,2019-02-04T16:34:46Z
2374413,SPECIES,Parapriacanthus elongatus,Parapriacanthus elongatus,Animalia,Chordata,Actinopterygii,Perciformes,Pempheridae,Parapriacanthus,Parapriacanthus elongatus,"Parapriacanthus elongatus (McCulloch, 1911)",Parapriacanthus elongatus,ACCEPTED,100,EXACT,2019-02-04T16:34:47Z
2417482,SPECIES,Parascyllium ferrugineum,Parascyllium ferrugineum,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Parascylliidae,Parascyllium,Parascyllium ferrugineum,"Parascyllium ferrugineum McCulloch, 1911",Parascyllium ferrugineum,ACCEPTED,100,EXACT,2019-02-04T16:34:47Z
2417478,SPECIES,Parascyllium variolatum,Parascyllium variolatum,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Parascylliidae,Parascyllium,Parascyllium variolatum,"Parascyllium variolatum (Duméril, 1853)",Parascyllium variolatum,ACCEPTED,100,EXACT,2019-02-04T16:34:48Z
5208050,SPECIES,Parequula melbournensis,Parequula melbournensis,Animalia,Chordata,Actinopterygii,Perciformes,Gerreidae,Parequula,Parequula melbournensis,"Parequula melbournensis (Castelnau, 1872)",Parequula melbournensis,ACCEPTED,100,EXACT,2019-02-04T16:34:48Z
2399342,SPECIES,Parma victoriae,Parma victoriae,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Parma,Parma victoriae,"Parma victoriae (Günther, 1863)",Parma victoriae,ACCEPTED,100,EXACT,2019-02-04T16:34:49Z
4374190,SPECIES,Pecten fumatus,Pecten fumatus,Animalia,Mollusca,Bivalvia,Pectinida,Pectinidae,Pecten,Pecten fumatus,"Pecten fumatus Reeve, 1852",Pecten fumatus,ACCEPTED,100,EXACT,2019-02-04T16:34:49Z
2374370,SPECIES,Pempheris klunzingeri,Pempheris klunzingeri,Animalia,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,Pempheris klunzingeri,"Pempheris klunzingeri McCulloch, 1911",Pempheris klunzingeri,ACCEPTED,100,EXACT,2019-02-04T16:34:50Z
2374394,SPECIES,Pempheris multiradiata,Pempheris multiradiata,Animalia,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,Pempheris multiradiata,"Pempheris multiradiata Klunzinger, 1879",Pempheris multiradiata,ACCEPTED,100,EXACT,2019-02-04T16:34:50Z
2374382,SPECIES,Pempheris ornata,Pempheris ornata,Animalia,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,Pempheris ornata,"Pempheris ornata Mooi & Jubb, 1996",Pempheris ornata,ACCEPTED,100,EXACT,2019-02-04T16:34:51Z
2374368,GENUS,Pempheris,Pempheris spp.,Animalia,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,NA,"Pempheris Cuvier, 1829",Pempheris,ACCEPTED,85,EXACT,2019-02-04T16:34:51Z
4600999,SPECIES,Penion mandarinus,Penion mandarinus,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Penion,Penion mandarinus,"Penion mandarinus (Duclos, 1832)",Penion mandarinus,ACCEPTED,100,EXACT,2019-02-04T16:34:52Z
5208742,SPECIES,Pentaceropsis recurvirostris,Pentaceropsis recurvirostris,Animalia,Chordata,Actinopterygii,Perciformes,Pentacerotidae,Pentaceropsis,Pentaceropsis recurvirostris,"Pentaceropsis recurvirostris (Richardson, 1845)",Pentaceropsis recurvirostris,ACCEPTED,100,EXACT,2019-02-04T16:34:52Z
5186899,SPECIES,Pentagonaster duebeni,Pentagonaster dubeni,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Pentagonaster,Pentagonaster duebeni,"Pentagonaster duebeni Gray, 1847",Pentagonaster duebeni,ACCEPTED,96,FUZZY,2019-02-04T16:34:52Z
2380184,SPECIES,Peronedys anguillaris,Peronedys anguillaris,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae,Peronedys,Peronedys anguillaris,"Peronedys anguillaris Steindachner, 1883",Peronedys anguillaris,ACCEPTED,100,EXACT,2019-02-04T16:34:53Z
2271928,SPECIES,Petricia vernicina,Petricia vernicina,Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Petricia,Petricia vernicina,"Petricia vernicina (Lamarck, 1816)",Petricia vernicina,ACCEPTED,100,EXACT,2019-02-04T16:34:53Z
4616088,SPECIES,Phasianella australis,Phasianella australis,Animalia,Mollusca,Gastropoda,Trochida,Phasianellidae,Phasianella,Phasianella australis,"Phasianella australis (Gmelin, 1791)",Phasianella australis,ACCEPTED,100,EXACT,2019-02-04T16:34:54Z
4357660,GENUS,Phasianella,Phasianella spp.,Animalia,Mollusca,Gastropoda,Trochida,Phasianellidae,Phasianella,NA,"Phasianella Lamarck, 1804",Phasianella,ACCEPTED,85,EXACT,2019-02-04T16:34:54Z
4616085,SPECIES,Phasianella ventricosa,Phasianella ventricosa,Animalia,Mollusca,Gastropoda,Trochida,Phasianellidae,Phasianella,Phasianella ventricosa,"Phasianella ventricosa Swainson, 1822",Phasianella ventricosa,ACCEPTED,99,EXACT,2019-02-04T16:34:55Z
2256918,SPECIES,Phlyctenactis tuberculosa,Phlyctenactis tuberculosa,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Phlyctenactis,Phlyctenactis tuberculosa,"Phlyctenactis tuberculosa (Quoy & Gaimard, 1833)",Phlyctenactis tuberculosa,ACCEPTED,100,EXACT,2019-02-04T16:34:55Z
2332986,SPECIES,Phycodurus eques,Phycodurus eques,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Phycodurus,Phycodurus eques,"Phycodurus eques (Günther, 1865)",Phycodurus eques,ACCEPTED,100,EXACT,2019-02-04T16:34:56Z
5818637,SPECIES,Phyllacanthus irregularis,Phyllacanthus irregularis,Animalia,Echinodermata,Echinoidea,Cidaroida,Cidaridae,Phyllacanthus,Phyllacanthus irregularis,"Phyllacanthus irregularis Mortensen, 1928",Phyllacanthus irregularis,ACCEPTED,100,EXACT,2019-02-04T16:34:56Z
2414436,SPECIES,Phyllophryne scortea,Phyllophryne scortea,Animalia,Chordata,Actinopterygii,Lophiiformes,Antennariidae,Phyllophryne,Phyllophryne scortea,"Phyllophryne scortea (McCulloch & Waite, 1918)",Phyllophryne scortea,ACCEPTED,100,EXACT,2019-02-04T16:34:57Z
2383363,SPECIES,Pictilabrus laticlavius,Pictilabrus laticlavius,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Pictilabrus,Pictilabrus laticlavius,"Pictilabrus laticlavius (Richardson, 1840)",Pictilabrus laticlavius,ACCEPTED,100,EXACT,2019-02-04T16:34:57Z
2285351,SPECIES,Pinna bicolor,Pinna bicolor,Animalia,Mollusca,Bivalvia,Ostreida,Pinnidae,Pinna,Pinna bicolor,"Pinna bicolor Gmelin, 1791",Pinna bicolor,ACCEPTED,100,EXACT,2019-02-04T16:34:58Z
5970883,SPECIES,Guinusia chabrus,Plagusia chabrus,Animalia,Arthropoda,Malacostraca,Decapoda,Plagusiidae,Guinusia,Guinusia chabrus,"Guinusia chabrus (Linnaeus, 1758)",Guinusia chabrus,ACCEPTED,NA,Synonym,2019-02-04T16:34:58Z
1,KINGDOM,Animalia,Platycephalid spp.,Animalia,NA,NA,NA,NA,NA,NA,Animalia,Animalia,ACCEPTED,99,HIGHERRANK,2019-02-04T16:34:59Z
5201397,SPECIES,Platycephalus laevigatus,Platycephalus laevigatus,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,Platycephalus,Platycephalus laevigatus,"Platycephalus laevigatus Cuvier, 1829",Platycephalus laevigatus,ACCEPTED,100,EXACT,2019-02-04T16:34:59Z
5201384,SPECIES,Platycephalus speculator,Platycephalus speculator,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae,Platycephalus,Platycephalus speculator,"Platycephalus speculator Klunzinger, 1872",Platycephalus speculator,ACCEPTED,100,EXACT,2019-02-04T16:35:00Z
108,PHYLUM,Platyhelminthes,Platyhelminthes spp.,Animalia,Platyhelminthes,NA,NA,NA,NA,NA,Platyhelminthes,Platyhelminthes,ACCEPTED,85,EXACT,2019-02-04T16:35:00Z
2273391,SPECIES,Plectaster decanus,Plectaster decanus,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Plectaster,Plectaster decanus,"Plectaster decanus (Müller & Troschel, 1843)",Plectaster decanus,ACCEPTED,100,EXACT,2019-02-04T16:35:01Z
8398015,SPECIES,Australaria australasia,Pleuroploca australasia,Animalia,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Australaria,Australaria australasia,"Australaria australasia (Perry, 1811)",Australaria australasia,ACCEPTED,NA,Synonym,2019-02-04T16:35:02Z
5863619,SPECIES,Portunus armatus,Portunus armatus,Animalia,Arthropoda,Malacostraca,Decapoda,Potamidae,Portunus,Portunus armatus,"Portunus armatus (A.Milne-Edwards, 1861)",Portunus armatus,ACCEPTED,100,EXACT,2019-02-04T16:35:02Z
