FAMILY,GENUS,SPECIES,CODE,Min length,Max length 
Axiidae,Axiopsis,consobrina,28801004,NA,NA
Axiidae,Axius,werribee,28801005,NA,NA
Axiidae,Axius,acanthus,28801006,NA,NA
Axiidae,Axius,glyptocercus,28801007,NA,NA
Axiidae,Axius,plectrorhynchus,28801008,NA,NA
Axiidae,Axius,waroona,28801009,NA,NA
Axiidae,Scytoleptus,serripes,28801010,NA,NA
Thalassinidae,Thalassina,spinirostris,28800007,NA,NA
Parastacidae,Euastacus,reductus,28795023,NA,NA
Parastacidae,Euastacus,urospinosus,28795036,NA,NA
Parastacidae,Euastacus,australianensis,28795010,NA,NA
Parastacidae,Euastacus,bidawalus,28795011,NA,NA
Parastacidae,Euastacus,brachythorax,28795012,NA,NA
Parastacidae,Euastacus,clarkae,28795013,NA,NA
Parastacidae,Euastacus,claytoni,28795014,NA,NA
Parastacidae,Euastacus,crassus,28795015,NA,NA
Parastacidae,Euastacus,dangadi,28795016,NA,NA
Parastacidae,Euastacus,dharawalus,28795017,NA,NA
Parastacidae,Euastacus,gamilaroi,28795018,NA,NA
Parastacidae,Euastacus,guwinus,28795019,NA,NA
Parastacidae,Euastacus,hirsutus,28795020,NA,NA
Parastacidae,Euastacus,armatus,28795008,NA,NA
Parastacidae,Euastacus,polysetosus,28795022,NA,NA
Parastacidae,Cherax,cainii,28795007,NA,NA
Parastacidae,Euastacus,rieki,28795024,NA,NA
Parastacidae,Euastacus,simplex,28795025,NA,NA
Parastacidae,Euastacus,spinichelatus,28795026,NA,NA
Parastacidae,Euastacus,spinifer,28795027,NA,NA
Parastacidae,Euastacus,sulcatus,28795028,NA,NA
Parastacidae,Euastacus,suttoni,28795029,NA,NA
Parastacidae,Euastacus,valentulus,28795030,NA,NA
Parastacidae,Euastacus,yanga,28795031,NA,NA
Parastacidae,Euastacus,fleckeri,28795032,NA,NA
Parastacidae,Euastacus,robertsi,28795033,NA,NA
Parastacidae,Euastacus,hystricosus,28795034,NA,NA
Parastacidae,Engaeus,merosetosus,28795096,NA,NA
Parastacidae,Euastacus,neohirsutus,28795021,NA,NA
Enoplometopidae,Enoplometopus,crosnieri,28788001,NA,NA
Hippolytidae,Gelastocaris,paronae,28767016,NA,NA
Nephropidae,Thymopides,grobovi,28786016,NA,NA
Nephropidae,Metanephrops,NA,28786901,NA,NA
Nephropidae,NA,NA,28786902,NA,NA
Nephropidae,Acanthacaris,NA,28786903,NA,NA
Nephropidae,Nephropsis,NA,28786904,NA,NA
Nephropidae,Thaumastocheles,NA,28786905,NA,NA
Nephropidae,Thaumastochelopsis,NA,28786906,NA,NA
Nephropidae,Thymopides,NA,28786907,NA,NA
Thaumastochelidae,NA,NA,28787e3,NA,NA
Thaumastochelidae,Thaumastocheles,dochmiodon,28787001,NA,NA
Thaumastochelidae,Thaumastochelopsis,wardi,28787002,NA,NA
Parastacidae,Euastacus,gumar,28795009,NA,NA
Enoplometopidae,NA,NA,28788e3,NA,NA
Parastacidae,Euastacus,maidae,28795037,NA,NA
Enoplometopidae,Enoplometopus,occidentalis,28788002,NA,NA
Enoplometopidae,Enoplometopus,NA,28788901,NA,NA
Glypheidae,NA,NA,28789e3,NA,NA
Glypheidae,Neoglyphea,inopinata,28789001,NA,NA
Glypheidae,Neoglyphea,NA,28789901,NA,NA
Parastacidae,NA,NA,28795e3,NA,NA
Parastacidae,Cherax,destructor,28795001,NA,NA
Parastacidae,Cherax,destructor,28795002,NA,NA
Parastacidae,Cherax,glaber,28795003,NA,NA
Parastacidae,Cherax,quadricarinatus,28795004,NA,NA
Parastacidae,Cherax,plebejus,28795005,NA,NA
Parastacidae,Cherax,preissii,28795006,NA,NA
Thaumastochelidae,Thaumastochelopsis,brucei,28787003,NA,NA
Parastacidae,Engaeus,curvisuturus,28795081,NA,NA
Parastacidae,Euastacus,kershawi,28795035,NA,NA
Parastacidae,Cherax,neocarinatus,28795068,NA,NA
Parastacidae,Cherax,neopunctatus,28795069,NA,NA
Parastacidae,Cherax,nucifraga,28795070,NA,NA
Parastacidae,Cherax,parvus,28795071,NA,NA
Parastacidae,Cherax,punctatus,28795072,NA,NA
Parastacidae,Cherax,quinquecarinatus,28795073,NA,NA
Parastacidae,Cherax,rotundus,28795074,NA,NA
Parastacidae,Cherax,urospinosus,28795075,NA,NA
Parastacidae,Cherax,wasselli,28795076,NA,NA
Parastacidae,Engaeus,affinis,28795077,NA,NA
Parastacidae,Engaeus,australis,28795078,NA,NA
Parastacidae,Cherax,glabrimanus,28795066,NA,NA
Parastacidae,Engaeus,cunicularius,28795080,NA,NA
Parastacidae,Cherax,esculus,28795065,NA,NA
Parastacidae,Engaeus,cymus,28795082,NA,NA
Parastacidae,Engaeus,disjunctus,28795083,NA,NA
Parastacidae,Engaeus,fossor,28795084,NA,NA
Parastacidae,Engaeus,fultoni,28795085,NA,NA
Parastacidae,Engaeus,granulatus,28795086,NA,NA
Parastacidae,Engaeus,hemicirratulus,28795087,NA,NA
Parastacidae,Engaeus,karnanga,28795088,NA,NA
Parastacidae,Engaeus,laevis,28795089,NA,NA
Parastacidae,Engaeus,lengana,28795090,NA,NA
Parastacidae,Engaeus,leptorhynchus,28795091,NA,NA
Parastacidae,Engaeus,lyelli,28795092,NA,NA
Parastacidae,Engaeus,mairener,28795093,NA,NA
Parastacidae,Engaeus,cisternarius,28795079,NA,NA
Parastacidae,Euastacus,mirangudjin,28795052,NA,NA
Parastacidae,Euastacus,balanensis,28795038,NA,NA
Parastacidae,Euastacus,setosus,28795039,NA,NA
Parastacidae,Euastacus,jagara,28795040,NA,NA
Parastacidae,Euastacus,monteithorum,28795041,NA,NA
Parastacidae,Euastacus,bindal,28795042,NA,NA
Parastacidae,Euastacus,eungella,28795043,NA,NA
Parastacidae,Euastacus,woiwuru,28795044,NA,NA
Parastacidae,Euastacus,neodiversus,28795045,NA,NA
Parastacidae,Euastacus,diversus,28795046,NA,NA
Parastacidae,Euastacus,bispinosus,28795047,NA,NA
Parastacidae,Euastacus,yarraensis,28795048,NA,NA
Parastacidae,Cherax,cartalacoolah,28795049,NA,NA
Parastacidae,Cherax,gladstonensis,28795067,NA,NA
Parastacidae,Cherax,rhynchotus,28795051,NA,NA
Nephropidae,Thaumastochelopsis,wardi,28786014,NA,NA
Parastacidae,Astacopsis,franklinii,28795053,NA,NA
Parastacidae,Astacopsis,gouldii,28795054,NA,NA
Parastacidae,Astacopsis,tricornis,28795055,NA,NA
Parastacidae,Cherax,barretti,28795056,NA,NA
Parastacidae,Cherax,bicarinatus,28795057,NA,NA
Parastacidae,Cherax,cairnsensis,28795058,NA,NA
Parastacidae,Cherax,cuspidatus,28795059,NA,NA
Parastacidae,Cherax,davisi,28795060,NA,NA
Parastacidae,Cherax,depressus,28795061,NA,NA
Parastacidae,Cherax,dispar,28795062,NA,NA
Parastacidae,Cherax,dispar,28795063,NA,NA
Parastacidae,Cherax,dispar,28795064,NA,NA
Parastacidae,Cherax,robustus,28795050,NA,NA
Palaemonidae,Conchodytes,NA,28756914,NA,NA
Palaemonidae,Hamopontonia,NA,28756927,NA,NA
Palaemonidae,Macrobrachium,NA,28756901,NA,NA
Palaemonidae,Allopontonia,NA,28756902,NA,NA
Palaemonidae,Altopontonia,NA,28756903,NA,NA
Palaemonidae,Anapontonia,NA,28756904,NA,NA
Palaemonidae,Anchistus,NA,28756905,NA,NA
Palaemonidae,Ancylomenes,NA,28756906,NA,NA
Palaemonidae,Apopontonia,NA,28756907,NA,NA
Palaemonidae,Araiopontonia,NA,28756908,NA,NA
Palaemonidae,Balssia,NA,28756909,NA,NA
Palaemonidae,Brucecaris,NA,28756910,NA,NA
Palaemonidae,Bruceonia,NA,28756911,NA,NA
Palaemonidae,Periclimenaeus,forficulatus,28756289,NA,NA
Palaemonidae,Climeniperaeus,NA,28756913,NA,NA
Palaemonidae,Periclimenaeus,ancylodactylus,28756288,NA,NA
Palaemonidae,Coralliocaris,NA,28756915,NA,NA
Palaemonidae,Cuapetes,NA,28756916,NA,NA
Palaemonidae,Dactylonia,NA,28756917,NA,NA
Palaemonidae,Dasella,NA,28756918,NA,NA
Palaemonidae,Dasycaris,NA,28756919,NA,NA
Palaemonidae,Epipontonia,NA,28756920,NA,NA
Palaemonidae,Exoclimenella,NA,28756921,NA,NA
Palaemonidae,Exopontonia,NA,28756922,NA,NA
Palaemonidae,Fennera,NA,28756923,NA,NA
Palaemonidae,Hamiger,NA,28756924,NA,NA
Palaemonidae,Hamodactyloides,NA,28756925,NA,NA
Palaemonidae,Periclimenes,kallisto,28756260,NA,NA
Palaemonidae,Carinopontonia,NA,28756912,NA,NA
Palaemonidae,Periclimenaeus,dactylodon,28756275,NA,NA
Gnathophyllidae,Gnathophylloides,NA,28757901,NA,NA
Palaemonidae,Macrobrachium,mammillodactylus,28756262,NA,NA
Palaemonidae,Macrobrachium,koombooloomba,28756263,NA,NA
Palaemonidae,Macrobrachium,auratum,28756264,NA,NA
Palaemonidae,Ancylomenes,batei,28756265,NA,NA
Palaemonidae,Cuapetes,calmani,28756266,NA,NA
Palaemonidae,Conchodytes,chadi,28756267,NA,NA
Palaemonidae,Philarius,condi,28756268,NA,NA
Palaemonidae,Typtonychus,bruceorum,28756269,NA,NA
Palaemonidae,Typtonychus,infaustus,28756270,NA,NA
Palaemonidae,Hamopontonia,fungicola,28756271,NA,NA
Palaemonidae,Hamopontonia,physogyra,28756272,NA,NA
Palaemonidae,</i>Palaemonidae<i>,NA,28756290,NA,NA
Palaemonidae,Periclimenaeus,parkeri,28756274,NA,NA
Palaemonidae,Harpiliopsis,NA,28756928,NA,NA
Palaemonidae,Leptopalaemon,gagadjui,28756276,NA,NA
Palaemonidae,Leptopalaemon,glabrus,28756277,NA,NA
Palaemonidae,Leptopalaemon,gudjangah,28756278,NA,NA
Palaemonidae,Leptopalaemon,gibbosus,28756279,NA,NA
Palaemonidae,Leptopalaemon,magelensis,28756280,NA,NA
Palaemonidae,Manipontonia,paeneglabra,28756281,NA,NA
Palaemonidae,Periclimenaeus,denticulodigitus,28756282,NA,NA
Palaemonidae,Periclimenaeus,uropodialis,28756283,NA,NA
Palaemonidae,Periclimenaeus,colemani,28756284,NA,NA
Palaemonidae,Nippontonia,ashmoreiensis,28756285,NA,NA
Palaemonidae,Laomenes,albonigrus,28756286,NA,NA
Palaemonidae,Laomenes,pardus,28756287,NA,NA
Palaemonidae,Onycocaris,longirostris,28756273,NA,NA
Palaemonidae,Unguicaris,NA,28756972,NA,NA
Palaemonidae,Hamodactylus,NA,28756926,NA,NA
Palaemonidae,Pliopontonia,NA,28756959,NA,NA
Palaemonidae,Pontonides,NA,28756960,NA,NA
Palaemonidae,Pontoniopsis,NA,28756961,NA,NA
Palaemonidae,Propontonia,NA,28756962,NA,NA
Palaemonidae,Pseudoclimenes,NA,28756963,NA,NA
Palaemonidae,Pseudopontonia,NA,28756964,NA,NA
Palaemonidae,Rapipontonia,NA,28756965,NA,NA
Palaemonidae,Rostronia,NA,28756966,NA,NA
Palaemonidae,Stegopontonia,NA,28756967,NA,NA
Palaemonidae,Thaumastocaris,NA,28756968,NA,NA
Palaemonidae,Tuleariocaris,NA,28756969,NA,NA
Palaemonidae,Platycaris,NA,28756957,NA,NA
Palaemonidae,Typtonychus,NA,28756971,NA,NA
Palaemonidae,Phycomenes,NA,28756956,NA,NA
Palaemonidae,Urocaridella,NA,28756973,NA,NA
Palaemonidae,Vir,NA,28756974,NA,NA
Palaemonidae,Zenopontonia,NA,28756975,NA,NA
Palaemonidae,Leptopalaemon,NA,28756976,NA,NA
Palaemonidae,Echinopericlimenes,NA,28756977,NA,NA
Palaemonidae,Nippontonia,NA,28756978,NA,NA
Gnathophyllidae,NA,NA,28757e3,NA,NA
Gnathophyllidae,Gnathophyllum,americanum,28757001,NA,NA
Gnathophyllidae,Phyllognathia,ceratophthalma,28757002,NA,NA
Gnathophyllidae,Gnathophylloides,mineri,28757003,NA,NA
Gnathophyllidae,Gnathophylloides,robustus,28757004,NA,NA
Hippolytidae,Hippolyte,caradina,28767018,NA,NA
Palaemonidae,Typton,NA,28756970,NA,NA
Palaemonidae,Orthopontonia,NA,28756943,NA,NA
Palaemonidae,Harpilius,NA,28756929,NA,NA
Palaemonidae,Ischnopontonia,NA,28756930,NA,NA
Palaemonidae,Jocaste,NA,28756931,NA,NA
Palaemonidae,Laomenes,NA,28756932,NA,NA
Palaemonidae,Leander,NA,28756933,NA,NA
Palaemonidae,Leandrites,NA,28756934,NA,NA
Palaemonidae,Manipontonia,NA,28756935,NA,NA
Palaemonidae,Mesopontonia,NA,28756936,NA,NA
Palaemonidae,Miopontonia,NA,28756937,NA,NA
Palaemonidae,Notopontonia,NA,28756938,NA,NA
Palaemonidae,Odontonia,NA,28756939,NA,NA
Palaemonidae,Onycocaridella,NA,28756940,NA,NA
Palaemonidae,Platypontonia,NA,28756958,NA,NA
Palaemonidae,Onycocaris,NA,28756942,NA,NA
Palaemonidae,Philarius,minor,28756259,NA,NA
Palaemonidae,Palaemon,NA,28756944,NA,NA
Palaemonidae,Palaemonella,NA,28756945,NA,NA
Palaemonidae,Palaemonetes,NA,28756946,NA,NA
Palaemonidae,Paraclimenaeus,NA,28756947,NA,NA
Palaemonidae,Paraclimenes,NA,28756948,NA,NA
Palaemonidae,Paranchistus,NA,28756949,NA,NA
Palaemonidae,Paratypton,NA,28756950,NA,NA
Palaemonidae,Periclimenaeus,NA,28756951,NA,NA
Palaemonidae,Periclimenella,NA,28756952,NA,NA
Palaemonidae,Periclimenes,NA,28756953,NA,NA
Palaemonidae,Periclimenoides,NA,28756954,NA,NA
Palaemonidae,Philarius,NA,28756955,NA,NA
Palaemonidae,Onycocaridites,NA,28756941,NA,NA
Palaemonidae,Philarius,lifuensis,28756188,NA,NA
Palaemonidae,Stegopontonia,commensalis,28756201,NA,NA
Palaemonidae,Periclimenes,ruber,28756175,NA,NA
Palaemonidae,Cuapetes,seychellensis,28756176,NA,NA
Palaemonidae,Periclimenes,sinensis,28756177,NA,NA
Palaemonidae,Cuapetes,suvadivensis,28756178,NA,NA
Palaemonidae,Cuapetes,tenuipes,28756179,NA,NA
Palaemonidae,Brucecaris,tenuis,28756180,NA,NA
Palaemonidae,Periclimenes,toloensis,28756181,NA,NA
Palaemonidae,Ancylomenes,venustus,28756182,NA,NA
Palaemonidae,Periclimenes,yaldwyni,28756183,NA,NA
Palaemonidae,Periclimenes,zanzibaricus,28756184,NA,NA
Palaemonidae,Periclimenoides,odontodactylus,28756185,NA,NA
Palaemonidae,Periclimenes,priodactylus,28756173,NA,NA
Palaemonidae,Philarius,imperialis,28756187,NA,NA
Palaemonidae,Cuapetes,platycheles,28756172,NA,NA
Palaemonidae,Platycaris,latirostris,28756189,NA,NA
Palaemonidae,Platypontonia,brevirostris,28756190,NA,NA
Palaemonidae,Platypontonia,hyotis,28756191,NA,NA
Palaemonidae,Pliopontonia,furtiva,28756192,NA,NA
Palaemonidae,Bruceonia,ardeae,28756193,NA,NA
Palaemonidae,Odontonia,katoi,28756194,NA,NA
Palaemonidae,Dactylonia,okai,28756195,NA,NA
Palaemonidae,Odontonia,sibogae,28756196,NA,NA
Palaemonidae,Rostronia,stylirostris,28756197,NA,NA
Palaemonidae,Pontoniopsis,comanthi,28756198,NA,NA
Palaemonidae,Propontonia,pellucida,28756199,NA,NA
Palaemonidae,Onycocaris,balssi,28756261,NA,NA
Palaemonidae,Philarius,gerlachei,28756186,NA,NA
Palaemonidae,Periclimenes,lanipes,28756159,NA,NA
Synopiidae,Pseudotiron,livingstonae,28495011,NA,NA
Palaemonidae,Periclimenes,gonioporae,28756146,NA,NA
Palaemonidae,Cuapetes,grandis,28756147,NA,NA
Palaemonidae,Periclimenes,granulimanus,28756148,NA,NA
Palaemonidae,Echinopericlimenes,hertwigi,28756149,NA,NA
Palaemonidae,Periclimenes,imperator,28756150,NA,NA
Palaemonidae,Periclimenes,incertus,28756151,NA,NA
Palaemonidae,Phycomenes,indicus,28756152,NA,NA
Palaemonidae,Periclimenes,inornatus,28756153,NA,NA
Palaemonidae,Periclimenes,investigatoris,28756154,NA,NA
Palaemonidae,Periclimenes,kempi,28756155,NA,NA
Palaemonidae,Cuapetes,kororensis,28756156,NA,NA
Palaemonidae,Manipontonia,psamathe,28756174,NA,NA
Palaemonidae,Cuapetes,lacertae,28756158,NA,NA
Palaemonidae,Thaumastocaris,streptopus,28756202,NA,NA
Palaemonidae,Cuapetes,longirostris,28756160,NA,NA
Palaemonidae,Harpilius,lutescens,28756161,NA,NA
Palaemonidae,Periclimenes,madreporae,28756162,NA,NA
Palaemonidae,Ancylomenes,magnificus,28756163,NA,NA
Palaemonidae,Periclimenes,mahei,28756164,NA,NA
Palaemonidae,Cuapetes,nilandensis,28756165,NA,NA
Palaemonidae,Periclimenes,novaecaledoniae,28756166,NA,NA
Palaemonidae,Periclimenes,novaffinis,28756167,NA,NA
Palaemonidae,Periclimenes,obscurus,28756168,NA,NA
Palaemonidae,Periclimenes,ornatellus,28756169,NA,NA
Palaemonidae,Periclimenes,ornatus,28756170,NA,NA
Palaemonidae,Periclimenes,pectiniferus,28756171,NA,NA
Palaemonidae,Periclimenes,laccadivensis,28756157,NA,NA
Palaemonidae,Periclimenes,hirsutus,28756246,NA,NA
Palaemonidae,Pseudopontonia,minuta,28756200,NA,NA
Palaemonidae,Periclimenes,aleator,28756233,NA,NA
Palaemonidae,Pseudoclimenes,holthuisi,28756234,NA,NA
Palaemonidae,Coralliocaris,nudirostris,28756235,NA,NA
Palaemonidae,Periclimenes,burrup,28756236,NA,NA
Palaemonidae,Periclimenaeus,minutus,28756237,NA,NA
Palaemonidae,Periclimenes,batei,28756238,NA,NA
Palaemonidae,Periclimenes,hongkongensis,28756239,NA,NA
Palaemonidae,Phycomenes,zostericola,28756240,NA,NA
Palaemonidae,Macrobrachium,spinipes,28756241,NA,NA
Palaemonidae,Periclimenes,paralcocki,28756242,NA,NA
Palaemonidae,Paraclimenaeus,seticauda,28756243,NA,NA
Palaemonidae,Periclimenaeus,zanzibaricus,28756231,NA,NA
Palaemonidae,Ancylomenes,tenuirostris,28756245,NA,NA
Palaemonidae,Periclimenaeus,nielbrucei,28756230,NA,NA
Palaemonidae,Ancylomenes,tosaensis,28756247,NA,NA
Palaemonidae,Periclimenaeus,arthrodactylus,28756248,NA,NA
Palaemonidae,Periclimenes,poriphilus,28756249,NA,NA
Palaemonidae,Coralliocaris,labyrintha,28756250,NA,NA
Palaemonidae,Ancylomenes,speciosus,28756251,NA,NA
Palaemonidae,Ancylomenes,kuboi,28756252,NA,NA
Palaemonidae,Ancylomenes,okunoi,28756253,NA,NA
Palaemonidae,Periclimenaeus,heronensis,28756254,NA,NA
Palaemonidae,Periclimenaeus,creefi,28756255,NA,NA
Palaemonidae,Pontonides,ankeri,28756256,NA,NA
Palaemonidae,Onycocaris,nieli,28756257,NA,NA
Palaemonidae,Philarius,rufus,28756258,NA,NA
Palaemonidae,Allopontonia,alastairi,28756244,NA,NA
Palaemonidae,Cuapetes,paulsoni,28756217,NA,NA
Palaemonidae,Tuleariocaris,holthuisi,28756203,NA,NA
Palaemonidae,Onycocaridella,australis,28756204,NA,NA
Palaemonidae,Typton,bawii,28756205,NA,NA
Palaemonidae,Typton,capricorniae,28756206,NA,NA
Palaemonidae,Typton,manningi,28756207,NA,NA
Palaemonidae,Typton,nanus,28756208,NA,NA
Palaemonidae,Typton,wasini,28756209,NA,NA
Palaemonidae,Typtonychus,anomalus,28756210,NA,NA
Palaemonidae,Typtonychus,dentatus,28756211,NA,NA
Palaemonidae,Typtonychus,dimorphus,28756212,NA,NA
Palaemonidae,Vir,orientalis,28756213,NA,NA
Palaemonidae,Vir,philippinensis,28756214,NA,NA
Palaemonidae,Periclimenes,sarkanae,28756232,NA,NA
Palaemonidae,Ancylomenes,adularans,28756216,NA,NA
Gnathophyllidae,Gnathophyllum,NA,28757902,NA,NA
Palaemonidae,Hamiger,novaezealandiae,28756218,NA,NA
Palaemonidae,Palaemon,dolospinus,28756219,NA,NA
Palaemonidae,Palaemonella,foresti,28756220,NA,NA
Palaemonidae,Palaemonella,dolichodactylus,28756221,NA,NA
Palaemonidae,Palaemonella,tenuipes,28756222,NA,NA
Palaemonidae,Balssia,antipodarum,28756223,NA,NA
Palaemonidae,Altopontonia,disparostris,28756224,NA,NA
Palaemonidae,Periclimenes,vaubani,28756225,NA,NA
Palaemonidae,Periclimenes,fenneri,28756226,NA,NA
Palaemonidae,Periclimenes,tangeroa,28756227,NA,NA
Palaemonidae,Periclimenaeus,kottae,28756228,NA,NA
Palaemonidae,Periclimenaeus,matherae,28756229,NA,NA
Palaemonidae,Zenopontonia,noverca,28756215,NA,NA
Alpheidae,Synalpheus,pococki,28765145,NA,NA
Alpheidae,Alpheus,inopinatus,28765158,NA,NA
Alpheidae,Synalpheus,gracilirostris,28765132,NA,NA
Alpheidae,Synalpheus,haddoni,28765133,NA,NA
Alpheidae,Synalpheus,harpagatrus,28765134,NA,NA
Alpheidae,Synalpheus,hastilicrassus,28765135,NA,NA
Alpheidae,Synalpheus,heroni,28765136,NA,NA
Alpheidae,Synalpheus,iocasta,28765137,NA,NA
Alpheidae,Synalpheus,lophodactylus,28765138,NA,NA
Alpheidae,Synalpheus,neomeris,28765139,NA,NA
Alpheidae,Synalpheus,neptunus,28765140,NA,NA
Alpheidae,Synalpheus,nilandensis,28765141,NA,NA
Alpheidae,Synalpheus,paralaticeps,28765142,NA,NA
Alpheidae,Synalpheus,echinus,28765130,NA,NA
Alpheidae,Synalpheus,pescadorensis,28765144,NA,NA
Alpheidae,Synalpheus,dorae,28765129,NA,NA
Alpheidae,Synalpheus,quadriarticulatus,28765146,NA,NA
Alpheidae,Synalpheus,readi,28765147,NA,NA
Alpheidae,Synalpheus,sciro,28765148,NA,NA
Alpheidae,Synalpheus,stimpsonii,28765149,NA,NA
Alpheidae,Synalpheus,streptodactylus,28765150,NA,NA
Alpheidae,Synalpheus,theano,28765151,NA,NA
Alpheidae,Synalpheus,tijou,28765152,NA,NA
Alpheidae,Synalpheus,tropidodactylus,28765153,NA,NA
Alpheidae,Synalpheus,tumidomanus,28765154,NA,NA
Alpheidae,Salmoneus,seticheles,28765155,NA,NA
Alpheidae,Salmoneus,cristatus,28765156,NA,NA
Alpheidae,Athanas,japonicus,28765101,NA,NA
Alpheidae,Synalpheus,paraneomeris,28765143,NA,NA
Alpheidae,Prionalpheus,triarticulatus,28765116,NA,NA
Gnathophyllidae,Gnathophyllum,taylori,28757005,NA,NA
Alpheidae,Athanas,ornithorhynchus,28765103,NA,NA
Alpheidae,Athanas,parvus,28765104,NA,NA
Alpheidae,Athanas,polymorphus,28765105,NA,NA
Alpheidae,Athanopsis,australis,28765106,NA,NA
Alpheidae,Automate,dolichognatha,28765107,NA,NA
Alpheidae,Bannereus,anomalus,28765108,NA,NA
Alpheidae,Batella,parvimanus,28765109,NA,NA
Alpheidae,Betaeus,australis,28765110,NA,NA
Alpheidae,Hamalpheus,acanthops,28765111,NA,NA
Alpheidae,Metalpheus,paragracilis,28765112,NA,NA
Alpheidae,Metalpheus,rostratipes,28765113,NA,NA
Alpheidae,Synalpheus,fossor,28765131,NA,NA
Alpheidae,Potamalpheops,hanleyi,28765115,NA,NA
Alpheidae,Synalpheus,NA,28765159,NA,NA
Alpheidae,Pseudathanas,darwinensis,28765117,NA,NA
Alpheidae,Racilius,compressus,28765118,NA,NA
Alpheidae,Salmoneus,sibogae,28765119,NA,NA
Alpheidae,Salmoneus,tricristatus,28765120,NA,NA
Alpheidae,Synalpheus,ancistrorhynchus,28765121,NA,NA
Alpheidae,Synalpheus,bispinosus,28765122,NA,NA
Alpheidae,Synalpheus,bituberculatus,28765123,NA,NA
Alpheidae,Synalpheus,carinatus,28765124,NA,NA
Alpheidae,Synalpheus,charon,28765125,NA,NA
Alpheidae,Synalpheus,comatularum,28765126,NA,NA
Alpheidae,Synalpheus,coutierei,28765127,NA,NA
Alpheidae,Synalpheus,demani,28765128,NA,NA
Alpheidae,Potamalpheops,darwiniensis,28765114,NA,NA
Ogyrididae,Ogyrides,NA,28766901,NA,NA
Alpheidae,Salmoneus,serratidigitus,28765157,NA,NA
Alpheidae,Betaeus,NA,28765910,NA,NA
Alpheidae,Hamalpheus,NA,28765911,NA,NA
Alpheidae,Metabetaeus,NA,28765912,NA,NA
Alpheidae,Metalpheus,NA,28765913,NA,NA
Alpheidae,Potamalpheops,NA,28765914,NA,NA
Alpheidae,Prionalpheus,NA,28765915,NA,NA
Alpheidae,Pseudathanas,NA,28765916,NA,NA
Alpheidae,Racilius,NA,28765917,NA,NA
Alpheidae,Salmoneus,NA,28765918,NA,NA
Alpheidae,Synalpheus,NA,28765919,NA,NA
Ogyrididae,NA,NA,28766e3,NA,NA
Alpheidae,Bannereus,NA,28765908,NA,NA
Ogyrididae,Ogyrides,mjobergi,28766002,NA,NA
Alpheidae,Automate,NA,28765907,NA,NA
Hippolytidae,Leontocaris,amplectipes,28767001,NA,NA
Hippolytidae,Leontocaris,bulga,28767002,NA,NA
Hippolytidae,Leontocaris,yarramundi,28767003,NA,NA
Hippolytidae,Merhippolyte,chacei,28767004,NA,NA
Hippolytidae,Latreutes,porcinus,28767006,NA,NA
Hippolytidae,Latreutes,pymoeus,28767007,NA,NA
Hippolytidae,Alope,orientalis,28767008,NA,NA
Hippolytidae,Hippolyte,australiensis,28767009,NA,NA
Hippolytidae,Saron,marmoratus,28767011,NA,NA
Hippolytidae,Tozeuma,elongatum,28767013,NA,NA
Hippolytidae,Chorismus,antarcticus,28767015,NA,NA
Axiidae,Australocaris,NA,28801904,NA,NA
Ogyrididae,Ogyrides,delli,28766001,NA,NA
Alpheidae,Athanas,shawnsmithi,28765174,NA,NA
Alpheidae,Alpheus,NA,28765160,NA,NA
Alpheidae,Alpheus,NA,28765161,NA,NA
Alpheidae,Alpheus,NA,28765162,NA,NA
Alpheidae,Synalpheus,NA,28765163,NA,NA
Alpheidae,Alpheus,NA,28765164,NA,NA
Alpheidae,Synalpheus,NA,28765165,NA,NA
Alpheidae,Alpheus,NA,28765166,NA,NA
Alpheidae,Alpheus,NA,28765167,NA,NA
Alpheidae,Alpheus,NA,28765168,NA,NA
Alpheidae,Alpheus,NA,28765169,NA,NA
Alpheidae,Alpheopsis,NA,28765170,NA,NA
Alpheidae,Alpheopsis,NA,28765171,NA,NA
Alpheidae,Batella,NA,28765909,NA,NA
Alpheidae,Metabetaeus,minutus,28765173,NA,NA
Alpheidae,Athanas,hasswelli,28765100,NA,NA
Alpheidae,Athanas,daviei,28765175,NA,NA
Alpheidae,Athanopsis,saurus,28765176,NA,NA
Alpheidae,Alpheus,NA,28765177,NA,NA
Alpheidae,Synalpheus,NA,28765178,NA,NA
Alpheidae,Alpheus,NA,28765179,NA,NA
Alpheidae,Alpheus,NA,28765180,NA,NA
Alpheidae,Alpheus,NA,28765901,NA,NA
Alpheidae,Alpheopsis,NA,28765902,NA,NA
Alpheidae,Arete,NA,28765903,NA,NA
Alpheidae,Aretopsis,NA,28765904,NA,NA
Alpheidae,Athanas,NA,28765905,NA,NA
Alpheidae,Athanopsis,NA,28765906,NA,NA
Alpheidae,Synalpheus,NA,28765172,NA,NA
Alpheidae,Alpheus,brucei,28765029,NA,NA
Alpheidae,Alpheus,eulimene,28765042,NA,NA
Alpheidae,Alpheus,amirantei,28765016,NA,NA
Alpheidae,Alpheus,architectus,28765017,NA,NA
Alpheidae,Alpheus,arethusa,28765018,NA,NA
Alpheidae,Alpheus,australiensis,28765019,NA,NA
Alpheidae,Alpheus,australosulcatus,28765020,NA,NA
Alpheidae,Alpheus,balaenodigitus,28765021,NA,NA
Alpheidae,Alpheus,bannerorum,28765022,NA,NA
