OpCode,SZname,SZFullname,SiteName,InOutSZ,YearMonth,FieldSeason,MPZoneID,MPNAME,RES_NUM
PIEO04_1604,PI,The Pages,PIE,O,1604,2015_16,74,Encounter,15
SGCI01_1601,SG,Sponge Gardens,SGC,I,1601,2015_16,73,Encounter,15
SGCI03_1601,SG,Sponge Gardens,SGC,I,1601,2015_16,73,Encounter,15
SGCI04_1601,SG,Sponge Gardens,SGC,I,1601,2015_16,73,Encounter,15
SGCO01_1601,SG,Sponge Gardens,SGC,O,1601,2015_16,73,Encounter,15
SGCO02_1601,SG,Sponge Gardens,SGC,O,1601,2015_16,73,Encounter,15
SGCO03_1601,SG,Sponge Gardens,SGC,O,1601,2015_16,73,Encounter,15
SGCO04_1601,SG,Sponge Gardens,SGC,O,1601,2015_16,73,Encounter,15
SGEI01_1601,SG,Sponge Gardens,SGE,I,1601,2015_16,73,Encounter,15
SGEI02_1601,SG,Sponge Gardens,SGE,I,1601,2015_16,73,Encounter,15
SGEI04_1601,SG,Sponge Gardens,SGE,I,1601,2015_16,73,Encounter,15
SGEO01_1601,SG,Sponge Gardens,SGE,O,1601,2015_16,73,Encounter,15
SGEO02_1601,SG,Sponge Gardens,SGE,O,1601,2015_16,73,Encounter,15
SGEO03_1601,SG,Sponge Gardens,SGE,O,1601,2015_16,73,Encounter,15
SGEO04_1601,SG,Sponge Gardens,SGE,O,1601,2015_16,73,Encounter,15
